DiscoveryAcres,total_acres,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,landcover_class
0.1,0.2,24.05,32.57,6.23,0.03,1.48,2.41,2.31,3.53,0.16,0.4,489
0.1,16.900000000000002,21.65,31.26,2.93,0.0,2.07,3.99,2.95,5.45,0.36,0.41,472
0.1,0.2,13.03,18.47,5.8,0.05,1.27,2.02,2.47,3.55,0.6,0.59,316
2.0,4.0,26.03,33.86,5.68,0.28,2.05,3.91,3.05,5.13,0.22,0.43,187
0.1,2.8000000000000003,25.12,33.67,7.75,0.18,4.62,6.5,6.38,8.91,0.44,0.48,557
0.1,3.5,21.93,31.59,4.82,0.03,0.49,0.87,2.02,3.99,0.27,0.45,159
0.1,0.2,24.36,34.93,6.35,0.9,0.39,0.66,1.69,3.98,0.28,0.45,159
0.1,0.2,25.13,32.98,8.67,1.7,2.09,3.41,3.05,4.3,0.28,0.34,491
0.1,0.2,7.51,16.37,2.2,0.0,1.35,2.52,2.66,4.81,0.39,0.41,188
0.1,0.2,17.18,25.69,5.0,0.0,0.64,0.98,2.99,5.01,0.46,0.53,158
0.1,0.2,13.59,22.4,4.52,0.01,1.57,3.39,2.41,4.45,0.45,0.46,470
0.1,0.2,7.22,12.97,3.54,0.0,4.28,6.25,6.0,8.2,0.2,0.39,158
1.0,1.25,37.66,44.95,4.76,0.0,1.1,2.47,1.61,3.05,0.1,0.38,562
0.1,5.239999999999999,22.14,29.58,7.2,0.0,0.79,1.16,2.34,3.72,0.52,0.55,162
0.1,0.2,30.26,37.4,3.42,0.0,2.27,4.43,3.24,5.88,0.16,0.47,474
0.1,0.25,30.01,38.34,4.64,0.0,1.58,3.73,2.38,5.5,0.09,0.33,484
1.0,32.0,24.55,33.17,9.89,0.38,0.59,1.0,1.09,2.02,0.52,0.52,158
0.1,0.2,23.3,34.25,9.89,0.8,1.19,2.11,1.87,3.3,0.32,0.48,155
1.0,1.1,15.62,22.58,5.43,0.01,1.7,2.77,3.06,4.84,0.41,0.48,163
0.1,0.2,14.46,24.25,3.48,0.0,1.87,2.81,3.21,4.38,0.39,0.46,158
3.0,6.95,19.33,28.73,4.7,0.0,0.3,0.88,2.17,4.21,0.2,0.46,163
0.1,0.2,31.89,38.31,8.79,0.15,3.12,5.88,4.51,8.19,0.2,0.47,474
0.1,0.2,24.29,33.78,3.42,0.0,2.96,5.04,4.48,6.5,0.19,0.34,497
0.1,0.2,21.23,30.76,3.48,0.0,1.73,3.27,2.66,4.59,0.36,0.48,474
1.0,1.1,15.39,23.15,3.42,0.0,3.48,5.66,5.53,8.45,0.3,0.36,461
1.0,4.3,8.75,18.8,3.3,0.02,2.16,4.19,3.45,6.24,0.41,0.45,474
0.1,1.1,22.96,32.84,8.24,1.51,1.03,1.69,2.3,3.44,0.3,0.34,572
0.1,0.35,-2.53,3.53,1.34,0.02,4.38,8.03,6.41,10.89,0.46,0.45,498
0.1,0.2,5.69,14.32,3.3,0.0,3.41,6.51,5.03,8.64,0.43,0.45,557
0.1,0.2,28.3,36.32,8.24,0.02,1.91,3.4,2.73,4.59,0.31,0.48,460
0.1,3.08,17.57,25.58,7.63,0.14,1.17,2.14,2.48,4.62,0.29,0.42,489
0.1,4.1,23.11,31.15,8.61,0.58,1.87,3.98,3.13,6.62,0.27,0.37,489
0.1,0.35,18.01,26.0,3.42,0.0,3.49,6.51,5.44,9.01,0.12,0.37,556
0.1,0.2,22.12,31.87,4.58,0.0,0.57,1.08,2.45,4.02,0.38,0.5,158
1.0,1.5,20.45,30.33,4.39,0.0,3.34,5.25,4.84,7.16,0.15,0.34,582
0.1,0.2,14.67,24.6,2.56,0.0,2.55,4.38,3.71,5.73,0.35,0.39,183
0.1,9.7,30.3,40.01,2.56,0.0,2.38,4.04,3.49,5.13,0.11,0.38,472
0.1,0.2,22.04,29.82,3.91,0.02,3.09,5.96,4.91,8.83,0.18,0.36,556
1.0,1.1,9.56,19.65,1.65,0.0,1.45,2.68,2.52,3.64,0.28,0.47,460
1.0,1.1,11.33,20.15,2.38,0.0,1.69,2.69,2.41,3.32,0.28,0.35,489
0.1,0.2,23.36,32.58,5.86,0.0,2.55,5.02,3.67,6.98,0.23,0.42,187
0.1,0.2,17.92,25.0,5.43,0.0,4.0,5.87,7.09,9.96,0.33,0.48,315
0.1,0.2,20.47,29.41,5.19,0.11,0.48,0.75,2.12,3.84,0.31,0.45,163
0.3,0.55,18.58,28.19,3.23,0.06,1.56,3.23,2.48,4.1,0.38,0.42,472
0.1,0.9,21.27,30.53,7.08,0.15,0.92,1.73,2.08,3.71,0.27,0.39,162
0.1,0.2,23.27,31.35,10.13,2.1,1.36,2.62,2.07,3.55,0.45,0.5,491
1.0,1.1,20.42,27.22,11.35,3.83,0.82,1.25,2.25,3.46,0.48,0.48,155
1.0,1.1,17.19,26.95,3.91,0.02,1.23,1.68,2.23,3.08,0.42,0.45,187
0.1,0.2,22.02,31.36,7.63,0.0,1.4,2.3,3.16,4.6,0.34,0.37,189
0.1,0.2,19.65,25.25,9.95,6.87,1.23,1.8,2.04,2.68,0.3,0.34,155
0.5,1.0,19.92,30.62,2.32,0.0,0.47,1.21,1.67,2.91,0.14,0.46,163
0.3,0.62,11.74,19.52,3.3,0.0,2.18,4.13,3.51,5.66,0.38,0.39,556
0.1,0.2,7.2,15.48,2.99,0.0,4.43,7.92,6.52,10.77,0.38,0.42,158
1.0,2.0,24.09,33.63,3.05,0.0,1.8,3.08,3.01,4.1,0.19,0.36,497
0.1,1.1,25.67,32.93,5.98,0.59,1.79,4.39,2.49,5.72,0.15,0.34,183
7.0,90.0,29.68,38.52,7.14,0.04,2.96,5.33,4.3,7.13,0.19,0.35,460
0.1,0.35,17.12,26.17,2.62,0.0,1.41,3.07,1.98,3.85,0.27,0.36,489
0.1,0.2,15.55,24.56,3.36,0.0,0.72,1.19,2.83,4.27,0.27,0.47,158
0.1,0.2,20.3,29.09,3.48,0.0,3.09,5.73,4.36,7.67,0.25,0.34,183
0.5,1.0,16.49,19.9,11.72,9.22,1.45,2.24,2.38,3.37,0.47,0.38,158
9.0,18.0,24.8,32.7,7.81,0.09,2.17,3.96,3.2,5.48,0.37,0.4,187
0.1,0.4,20.29,28.43,3.11,0.0,3.2,5.7,5.29,8.96,0.33,0.39,158
0.1,0.2,28.4,35.8,5.49,0.01,3.56,6.08,5.07,8.43,0.2,0.43,474
0.1,0.2,20.85,28.88,6.1,0.03,1.72,2.55,3.12,3.95,0.34,0.39,187
0.1,0.6,36.75,43.93,4.7,0.0,3.63,5.93,4.92,7.38,0.07,0.37,557
0.3,0.55,28.0,37.26,5.86,0.0,1.8,3.25,2.88,4.14,0.38,0.43,556
0.1,0.2,20.58,30.12,5.19,0.01,0.91,1.53,2.41,3.86,0.32,0.36,557
1.0,1.25,30.44,36.78,6.53,0.05,2.61,4.87,3.71,6.2,0.16,0.38,472
0.1,0.25,21.38,29.95,4.46,0.0,3.34,6.3,4.87,8.44,0.28,0.47,488
0.3,0.6,20.9,29.78,3.54,0.01,3.09,5.55,4.74,7.39,0.27,0.4,557
10.0,58.0,21.67,31.78,4.94,0.0,3.73,7.6,5.32,10.77,0.25,0.34,189
0.1,0.2,7.5,18.58,1.53,0.0,1.95,3.77,3.24,5.6,0.29,0.47,460
6.2,12.4,6.23,14.4,3.3,0.74,3.78,6.19,5.23,8.15,0.38,0.41,558
0.1,0.2,18.87,27.19,3.05,0.0,1.37,2.52,1.98,3.22,0.08,0.37,470
1.0,1625.0,20.29,27.41,5.25,0.04,0.73,0.96,4.54,5.96,0.35,0.5,158
0.1,0.2,8.48,17.77,4.21,4.27,2.55,4.14,4.24,6.74,0.41,0.42,187
0.1,0.85,22.67,33.5,3.48,0.0,1.73,3.38,2.92,4.84,0.19,0.34,485
5.0,266.0,15.5,23.39,3.97,0.0,1.85,3.73,2.88,4.72,0.08,0.33,489
0.1,0.2,20.76,28.51,7.69,1.41,2.05,3.64,2.97,4.76,0.3,0.4,187
0.1,0.2,19.62,29.5,2.93,0.0,0.98,1.38,2.06,3.08,0.23,0.39,358
0.3,0.55,26.55,35.07,8.73,0.06,1.29,3.07,2.17,5.01,0.21,0.3,46
0.1,0.2,14.89,21.35,5.25,0.0,3.76,6.22,5.2,8.17,0.48,0.52,302
0.1,17.0,33.93,41.64,5.92,0.0,2.13,3.31,3.05,4.3,0.14,0.45,472
1.0,34.02,32.57,42.08,6.04,0.06,0.95,1.82,1.63,2.88,0.2,0.48,460
0.1,0.2,20.73,26.97,10.25,0.73,0.68,1.3,1.52,3.02,0.45,0.5,156
1.0,1.1,23.42,32.47,4.15,0.0,3.59,7.1,5.45,9.93,0.31,0.39,187
0.1,38.1,23.92,31.83,9.4,1.01,1.11,2.12,1.94,3.53,0.34,0.38,158
1.0,1.1,15.48,23.94,5.31,0.0,0.63,0.93,3.59,5.6,0.48,0.55,158
0.1,0.2,10.09,16.73,4.58,0.76,5.28,7.54,7.08,9.84,0.4,0.4,485
0.1,0.2,33.82,42.54,9.89,0.95,1.88,3.2,2.79,4.15,0.16,0.42,474
0.1,0.2,23.25,31.83,4.39,0.0,1.93,4.27,2.77,5.55,0.38,0.45,474
1.0,2.0,27.34,36.4,7.32,1.74,0.24,0.73,1.3,2.0,0.25,0.45,44
0.1,2.1,24.23,31.8,3.6,0.0,3.88,7.26,5.38,9.55,0.26,0.39,470
0.1,0.2,21.3,30.65,4.52,0.04,0.62,1.2,2.02,2.74,0.2,0.39,579
0.3,0.6,29.08,37.46,2.93,0.0,2.22,3.83,3.18,4.65,0.09,0.37,472
0.1,0.2,27.36,35.2,6.29,0.0,2.55,5.8,3.54,8.26,0.19,0.35,557
0.1,0.2,22.86,30.75,8.54,0.28,2.57,5.18,4.46,7.96,0.38,0.45,158
0.1,0.2,21.23,30.76,3.48,0.0,1.73,3.27,2.66,4.59,0.36,0.48,460
0.1,0.2,17.38,24.33,5.8,0.03,6.04,8.48,8.09,11.29,0.16,0.38,472
50.0,158.5,28.9,36.9,5.37,1.22,4.38,8.6,6.01,11.33,0.16,0.34,575
0.1,0.6,17.75,25.9,4.94,0.0,1.3,3.24,2.47,5.86,0.39,0.44,159
1.0,1.1,14.11,24.05,3.42,0.0,0.45,1.01,2.38,3.47,0.46,0.52,158
0.3,0.6,16.91,26.01,5.86,0.1,4.19,7.53,6.26,10.49,0.35,0.38,189
0.1,0.2,21.79,25.55,8.3,0.0,1.76,2.57,2.58,3.63,0.41,0.49,303
0.1,0.2,18.95,28.87,5.13,0.0,0.18,0.53,1.8,2.82,0.51,0.54,163
0.1,0.2,16.48,23.17,6.16,0.81,0.48,1.1,2.09,3.55,0.35,0.38,151
1.0,1.1,24.96,33.46,4.15,0.0,2.55,4.49,3.89,6.07,0.11,0.37,474
0.1,0.2,25.51,33.93,4.15,0.0,3.02,5.14,4.32,6.35,0.08,0.37,472
0.1,0.2,17.14,25.18,5.25,0.57,2.28,3.88,4.12,6.34,0.35,0.4,151
0.1,0.2,14.24,20.62,6.1,0.0,0.08,0.23,2.33,4.03,0.14,0.46,163
0.1,0.2,17.21,26.58,4.52,0.0,3.82,6.8,5.61,9.38,0.38,0.43,187
0.3,1.6,19.15,28.4,3.91,0.0,1.76,2.71,4.05,5.62,0.25,0.35,489
0.1,4.4,19.14,27.56,4.09,0.0,1.52,2.81,2.31,3.68,0.21,0.35,183
0.1,12.4,10.21,19.47,3.11,0.0,3.04,5.16,4.72,6.82,0.39,0.42,556
0.1,0.2,16.61,26.8,3.36,0.0,1.69,2.79,3.73,5.99,0.36,0.43,187
0.1,0.2,31.36,39.44,3.05,0.0,1.93,2.93,2.83,3.48,0.09,0.37,472
0.1,0.2,20.54,27.3,6.9,0.25,3.6,6.68,5.02,8.92,0.13,0.37,489
0.1,0.2,29.7,37.75,5.19,0.0,3.0,5.96,4.36,7.47,0.17,0.38,470
0.1,0.2,28.25,37.88,5.49,0.0,4.31,5.95,5.9,7.89,0.1,0.38,162
0.1,0.2,8.85,11.94,6.04,13.25,2.41,4.93,3.41,6.72,0.59,0.48,183
30.0,80.0,28.47,36.03,5.68,0.0,2.2,4.21,3.17,5.52,0.19,0.38,581
0.1,0.2,26.95,36.23,5.31,0.0,1.19,2.66,1.75,3.38,0.36,0.41,472
0.1,0.2,7.59,18.67,2.01,0.0,1.69,2.59,2.71,3.56,0.47,0.48,474
0.1,0.2,23.03,31.69,2.32,0.0,1.59,3.11,2.52,3.98,0.11,0.42,474
1.0,1.1,10.71,18.33,1.53,0.0,2.55,4.43,4.59,6.57,0.18,0.37,302
1.0,1.1,11.66,23.77,2.2,0.0,0.44,1.09,1.54,3.03,0.2,0.43,491
0.3,0.6,8.87,16.83,3.97,0.03,2.53,4.28,4.07,6.3,0.42,0.48,187
0.1,0.35,28.37,35.6,7.39,1.44,1.83,3.68,2.69,4.77,0.24,0.34,470
0.1,0.2,29.9,37.61,4.64,0.0,1.41,2.24,2.1,2.79,0.09,0.38,470
3.0,6.0,12.27,19.96,7.87,0.46,0.26,0.69,1.61,2.3,0.38,0.38,149
0.1,0.2,27.37,36.43,7.81,0.02,2.38,5.34,3.4,7.59,0.27,0.46,488
0.1,0.2,16.53,22.84,6.71,0.01,2.59,3.66,4.0,5.33,0.27,0.33,47
0.3,0.6,23.65,30.86,6.71,0.0,3.72,5.16,5.8,7.81,0.24,0.3,49
0.1,0.2,23.39,32.58,4.58,0.01,3.1,6.77,4.28,9.03,0.23,0.38,581
0.1,0.2,13.36,20.77,3.85,0.0,3.8,5.83,7.19,10.16,0.34,0.38,489
0.1,0.2,14.11,24.05,3.42,0.0,0.45,1.01,2.38,3.47,0.46,0.52,158
0.1,301.1,18.72,27.05,3.17,0.0,1.18,3.01,1.93,3.85,0.12,0.36,472
0.1,0.2,23.6,32.67,6.59,0.0,2.34,4.31,3.55,5.75,0.35,0.42,489
0.1,0.35,22.1,30.26,7.08,0.15,0.55,0.92,3.06,5.03,0.44,0.52,158
1.0,2.2,17.55,25.0,4.76,0.0,0.05,0.07,4.8,5.4,0.15,0.46,579
25.0,156.63,3.65,9.01,2.01,0.0,2.18,3.88,2.86,4.75,0.55,0.57,557
0.1,0.2,24.07,32.87,2.08,0.0,4.21,5.97,5.94,8.27,0.08,0.38,562
0.3,0.55,28.51,36.19,5.68,0.01,2.62,4.84,3.84,6.35,0.19,0.35,470
0.1,8.6,7.79,15.19,5.55,0.0,1.84,3.45,3.77,6.81,0.59,0.57,183
0.3,0.6,31.55,40.78,9.09,0.75,1.67,5.0,2.41,7.11,0.24,0.47,460
0.1,0.2,26.22,33.62,8.24,0.27,2.73,4.45,3.88,6.25,0.13,0.34,158
0.1,0.2,26.16,35.58,4.39,0.0,2.41,4.49,3.59,5.79,0.26,0.39,474
15.0,85.8,16.65,24.51,5.19,0.0,3.8,6.19,6.16,9.24,0.41,0.48,158
0.1,0.2,20.16,30.08,2.87,0.0,1.7,2.94,2.77,3.85,0.17,0.34,556
1.0,1.5,34.77,43.9,5.31,0.02,2.12,3.28,3.03,5.04,0.11,0.37,556
5.0,23.73,23.79,32.5,8.91,0.1,0.53,0.84,2.2,3.71,0.23,0.46,163
100.0,127.0,24.83,33.15,7.26,0.01,1.92,4.36,2.85,5.64,0.34,0.38,158
0.3,0.8,21.65,30.62,4.94,0.0,2.51,4.59,3.77,6.02,0.33,0.37,581
0.1,0.2,30.26,39.14,4.33,0.0,1.77,2.85,2.6,3.57,0.09,0.37,474
1.0,60.0,20.92,29.66,5.8,0.39,3.68,7.27,5.84,10.35,0.49,0.52,489
0.1,0.2,20.69,29.4,4.15,0.0,3.42,5.62,4.86,7.2,0.13,0.34,46
0.1,0.2,9.14,17.15,3.85,0.4,2.09,3.55,4.27,6.73,0.21,0.34,151
0.1,0.2,19.33,29.38,4.64,0.0,2.31,5.03,3.55,6.77,0.33,0.38,497
0.1,0.35,18.46,26.93,8.42,1.07,2.16,3.73,3.08,4.91,0.34,0.37,438
2.0,4.0,17.72,27.26,2.44,0.0,0.97,1.7,1.38,2.07,0.1,0.33,491
0.1,0.35,8.79,15.39,4.64,0.04,5.42,7.73,7.57,10.58,0.5,0.52,489
1.0,1.3,12.54,20.37,4.03,0.0,2.55,4.69,3.7,5.94,0.38,0.42,582
0.3,1.74,27.17,35.67,7.2,0.71,3.19,5.48,4.67,7.7,0.29,0.4,158
0.1,1.1,26.9,36.52,8.24,0.13,2.03,5.02,3.08,7.52,0.22,0.36,189
1.0,2.0,29.8,38.45,8.12,0.02,2.59,5.22,3.86,7.0,0.16,0.47,460
0.1,0.2,10.26,14.7,6.59,0.12,2.22,4.18,3.23,5.91,0.42,0.44,303
0.1,0.35,14.69,24.97,3.11,0.0,0.36,0.56,2.64,3.81,0.45,0.52,158
0.1,0.35,19.62,27.53,6.41,1.22,0.63,1.05,2.56,4.55,0.35,0.37,316
0.1,0.2,4.87,10.3,1.95,0.0,2.28,5.43,3.64,7.52,0.3,0.46,460
0.3,0.55,27.26,36.98,3.05,0.0,2.2,3.8,3.62,5.2,0.19,0.34,187
0.1,0.2,19.02,26.81,4.82,0.01,3.18,5.46,4.56,6.93,0.38,0.43,472
0.1,0.2,15.76,24.05,4.76,0.02,3.46,5.52,5.16,7.81,0.35,0.39,162
0.5,1.0,23.49,31.52,3.91,0.0,3.59,6.05,5.77,8.97,0.23,0.33,48
1.0,1.72,26.25,35.04,5.43,0.0,2.41,4.8,3.57,6.17,0.34,0.4,556
0.1,0.2,23.55,35.46,3.66,0.0,0.22,0.74,1.96,2.99,0.12,0.45,44
8.0,26.0,12.19,24.05,2.32,0.0,1.66,2.61,2.89,4.48,0.37,0.47,582
0.1,0.2,15.19,23.61,5.49,0.0,1.98,4.12,3.58,6.84,0.47,0.49,489
5.0,17.0,17.52,28.16,2.87,0.0,2.17,5.12,3.55,7.32,0.16,0.34,489
0.3,0.8,34.33,42.13,4.39,0.0,2.16,3.87,2.98,4.64,0.1,0.38,562
1.0,29.0,15.12,21.69,6.47,0.0,1.42,2.49,2.32,4.05,0.38,0.53,42
6.0,12.0,22.89,31.87,4.09,0.0,1.9,3.51,3.2,4.91,0.16,0.37,503
0.1,0.2,33.22,41.41,4.03,0.0,1.87,3.38,2.65,4.05,0.12,0.42,470
1.0,2.0,27.22,37.48,8.36,0.65,0.44,0.9,1.72,2.32,0.27,0.48,158
0.1,0.6,19.44,29.05,3.6,0.0,2.08,3.86,3.09,4.93,0.16,0.37,187
0.1,0.35,25.93,33.05,6.84,0.0,0.89,1.45,2.35,4.11,0.27,0.48,474
0.6,1.2,21.34,27.92,9.46,3.25,0.45,0.84,1.58,2.45,0.41,0.49,158
0.1,0.2,19.16,27.74,3.3,0.0,3.61,6.06,5.85,9.14,0.33,0.47,158
0.5,1.0,23.23,30.61,5.74,0.0,2.05,4.58,3.05,6.15,0.52,0.55,460
0.1,0.2,26.32,35.18,3.36,0.0,3.32,5.03,5.04,7.06,0.13,0.37,582
6.0,30.6,18.66,27.19,4.46,0.0,1.58,2.78,3.98,6.41,0.16,0.45,557
1.0,58.97,22.07,31.93,4.46,0.04,3.61,6.83,5.27,9.38,0.16,0.39,144
0.2,0.4,18.02,24.99,5.31,0.0,1.2,1.63,2.35,3.27,0.5,0.52,148
0.1,2.1,24.78,32.78,8.36,0.91,0.55,0.82,2.48,4.66,0.35,0.48,158
0.3,0.55,10.05,18.17,3.23,0.0,1.5,3.34,2.27,4.3,0.59,0.57,474
0.3,0.55,17.77,26.65,4.82,0.0,2.3,4.12,3.55,6.22,0.36,0.41,158
0.1,0.2,30.95,39.47,8.3,0.23,1.52,3.32,2.69,4.98,0.2,0.42,358
0.1,0.2,25.7,32.88,2.14,0.0,2.46,5.68,3.31,7.44,0.1,0.37,472
0.5,0.75,16.57,22.68,8.12,4.07,1.73,2.94,2.86,4.81,0.45,0.47,158
0.5,0.6,15.15,21.9,4.82,0.0,1.91,3.34,2.68,4.37,0.12,0.38,583
2.0,3.9,27.19,35.62,4.82,0.35,1.88,3.8,2.8,5.6,0.13,0.34,183
0.1,0.2,18.47,25.85,5.62,0.0,4.28,5.61,5.78,7.45,0.36,0.41,470
0.1,0.2,21.56,30.71,2.5,0.0,2.43,4.73,3.55,6.11,0.15,0.41,187
1.0,1.2,29.44,36.02,11.35,0.56,1.94,3.44,2.6,4.79,0.27,0.44,474
0.1,0.2,19.58,27.87,5.31,0.0,1.26,3.07,2.46,5.62,0.42,0.46,159
2.0,4.0,17.3,26.8,7.81,0.0,0.41,0.65,2.27,4.18,0.46,0.54,158
0.1,0.35,11.94,22.86,3.42,0.0,1.17,1.82,2.59,3.19,0.34,0.36,189
0.1,0.2,32.71,42.27,9.89,1.29,2.45,7.26,3.52,10.26,0.18,0.45,474
1.0,3.0,20.06,28.27,5.13,0.0,2.03,3.2,3.68,4.87,0.37,0.45,491
0.1,66.1,15.55,24.56,3.36,0.0,0.72,1.19,2.83,4.27,0.27,0.47,158
0.1,0.2,24.91,33.98,3.11,0.01,2.1,4.69,3.31,6.76,0.17,0.34,158
0.1,1.6,28.33,33.46,8.12,0.0,2.3,2.77,2.86,3.61,0.34,0.48,457
0.1,0.4,31.58,38.47,8.85,0.3,2.22,4.38,3.08,5.56,0.11,0.37,474
0.1,0.2,10.8,21.33,3.11,0.15,0.88,1.5,3.14,4.59,0.5,0.53,42
0.3,0.55,18.44,28.73,4.52,0.0,1.9,3.12,3.57,5.08,0.41,0.51,155
0.1,0.2,24.33,35.38,4.76,0.0,0.93,1.44,1.65,2.69,0.1,0.45,304
0.1,14.1,22.19,31.23,8.79,0.38,2.34,5.3,3.46,7.41,0.4,0.45,557
0.1,0.2,28.3,37.17,8.06,4.77,2.09,3.62,3.15,5.05,0.27,0.34,548
0.1,0.2,30.68,38.8,4.76,0.0,2.45,4.84,3.66,6.39,0.18,0.46,460
50.0,1185.0,21.81,29.83,5.74,0.0,0.94,1.36,2.27,4.07,0.47,0.52,474
0.1,0.2,25.0,32.55,4.52,0.0,2.12,4.27,3.03,5.32,0.34,0.4,472
0.1,0.2,8.4,18.77,1.95,0.0,1.8,3.55,3.28,5.09,0.2,0.37,302
0.1,0.2,20.05,27.03,6.29,1.73,1.06,1.83,2.52,5.0,0.4,0.41,187
0.8,1.83,18.8,28.15,7.08,0.57,1.46,2.41,2.2,3.34,0.34,0.38,315
0.1,0.2,16.15,25.12,2.44,0.0,1.41,2.95,2.06,4.02,0.09,0.35,162
0.1,0.35,28.36,37.34,6.47,0.01,2.39,5.16,3.35,6.91,0.22,0.34,158
0.1,0.2,23.72,33.2,7.63,0.14,3.26,6.95,5.13,10.52,0.23,0.32,47
0.1,0.2,23.85,33.19,5.92,0.0,1.95,3.7,2.96,5.03,0.17,0.4,542
0.1,0.2,11.74,18.8,1.34,0.0,1.65,3.16,2.55,4.21,0.12,0.38,472
1.0,1.1,23.62,33.86,5.25,0.0,0.57,0.96,1.2,1.59,0.25,0.39,175
2.0,6.5,10.48,19.14,3.85,0.01,2.01,4.06,3.23,5.37,0.39,0.38,474
0.1,0.2,25.83,35.65,1.65,0.0,1.7,3.88,2.6,5.23,0.14,0.46,582
0.1,26759.1,22.4,31.01,2.81,0.0,1.41,2.73,2.2,3.49,0.16,0.38,472
0.1,51.1,28.51,35.27,8.48,0.06,3.98,6.53,5.59,9.38,0.17,0.35,331
0.1,0.2,22.05,29.51,4.7,0.71,1.74,2.89,5.02,8.09,0.3,0.47,158
0.5,1.0,12.46,22.71,5.31,0.0,0.33,0.72,2.03,2.88,0.21,0.43,159
1.5,4.2,23.39,33.3,9.46,1.25,0.7,1.16,1.55,3.02,0.44,0.5,158
0.1,0.2,30.68,38.8,4.76,0.0,2.45,4.84,3.66,6.39,0.18,0.46,474
0.1,0.2,20.33,29.1,4.7,0.0,0.25,0.72,1.8,3.95,0.45,0.48,163
0.1,0.2,14.69,24.97,3.11,0.0,0.36,0.56,2.64,3.81,0.45,0.52,158
75.0,204.0,24.33,32.76,7.08,0.02,1.61,3.04,2.46,4.1,0.3,0.4,489
2.0,4.0,19.17,28.71,2.44,0.0,1.81,3.77,2.61,5.04,0.32,0.38,462
0.1,0.2,22.91,31.41,5.49,0.02,1.88,2.75,4.17,5.87,0.27,0.36,576
0.3,0.4,10.23,18.9,2.08,0.0,2.12,3.26,3.32,5.0,0.12,0.37,474
30.0,60.0,22.96,32.19,7.51,0.0,1.22,2.02,1.99,3.41,0.38,0.42,579
0.1,0.2,24.4,31.05,9.4,0.51,1.91,3.76,2.71,5.05,0.32,0.4,316
0.1,0.2,22.74,30.83,2.99,0.0,1.89,3.77,2.79,4.66,0.12,0.34,488
0.3,0.55,16.38,24.54,1.65,0.0,0.92,1.5,1.36,2.36,0.12,0.33,183
0.1,0.2,7.89,13.59,0.79,0.0,4.72,7.14,7.49,10.73,0.08,0.37,302
1.0,1.1,23.01,31.29,6.1,0.01,3.53,4.99,5.48,7.48,0.26,0.33,49
0.1,0.2,9.64,16.17,6.77,7.21,1.89,3.2,3.27,5.3,0.5,0.46,187
0.1,215.1,23.46,30.85,2.56,0.0,2.07,4.09,2.81,5.02,0.1,0.38,472
0.1,0.2,30.75,38.97,3.3,0.0,1.54,2.19,2.22,2.73,0.1,0.37,556
0.1,0.2,22.99,33.39,6.04,0.0,0.45,0.82,1.84,3.8,0.27,0.45,163
0.3,0.55,5.66,14.5,4.39,0.03,1.14,2.45,2.57,5.22,0.54,0.55,461
0.1,0.2,23.69,31.94,4.46,0.0,2.48,5.44,3.76,7.32,0.1,0.34,183
0.1,0.2,7.81,16.79,4.39,0.02,2.96,6.03,4.63,8.86,0.38,0.38,46
1.0,2.0,16.13,26.13,5.98,0.03,1.97,3.58,3.55,5.92,0.34,0.37,316
0.1,0.6,23.83,32.65,3.6,0.0,2.09,4.09,3.24,5.58,0.23,0.34,557
2.0,4.0,8.19,11.12,5.92,9.19,1.36,2.26,2.8,4.65,0.59,0.52,155
1.0,3.46,26.94,35.16,4.88,0.0,1.77,3.35,2.63,4.62,0.14,0.38,151
0.1,0.2,29.3,37.01,4.27,0.0,3.43,5.78,4.85,7.46,0.15,0.38,472
0.1,0.2,22.12,30.53,6.53,0.13,2.64,3.89,4.04,5.68,0.23,0.34,47
0.1,0.35,23.75,31.37,8.48,0.1,1.38,3.49,2.1,4.42,0.11,0.39,489
1.0,1.1,27.21,35.29,8.97,0.28,1.37,2.81,1.88,3.53,0.26,0.37,158
2.0,164.0,17.87,27.42,6.96,1.0,0.05,0.56,1.98,3.15,0.34,0.36,187
0.1,0.2,26.63,34.51,8.12,0.31,1.87,3.63,3.09,5.46,0.23,0.42,158
0.1,0.25,11.16,17.98,3.36,0.0,4.43,7.12,6.37,9.55,0.36,0.4,158
0.1,1.1,26.65,38.79,6.77,0.0,2.03,4.95,2.91,6.77,0.15,0.34,302
20.0,134.0,15.15,25.84,2.38,0.0,1.95,4.21,3.06,5.69,0.14,0.34,158
0.1,0.2,21.91,32.0,3.23,0.0,2.75,5.22,4.31,7.23,0.12,0.46,582
1.0,2.0,23.98,31.29,7.57,0.5,3.55,6.66,4.88,9.39,0.26,0.34,187
10.0,382.0,15.15,22.68,3.54,0.0,1.71,3.05,2.45,3.72,0.38,0.41,582
0.1,0.2,24.77,32.73,8.61,7.95,1.07,2.14,2.16,3.89,0.28,0.4,316
1.0,1.3,22.28,30.05,9.22,0.4,1.15,1.99,2.32,3.77,0.47,0.46,182
0.1,0.2,20.48,27.24,7.26,0.0,0.88,1.29,1.85,3.12,0.55,0.63,185
0.7,2.0,8.02,12.05,3.72,1.84,7.59,10.29,10.01,13.42,0.23,0.42,558
2.0,2.4,24.33,33.3,5.37,0.0,1.85,4.08,2.76,5.4,0.48,0.51,460
