ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,FireCause,FireDiscoveryDateTime,FireOutDateTime,IncidentTypeKind,InitialLatitude,InitialLongitude,POOState,id
2020/05/20 20:25:00+00,2020/05/20 20:25:00+00,1.0,0.1,Unknown,2020-05-20 18:14:59+00:00,,FI,41.61757,-109.2197,US-WY,148
2020/07/07 02:15:00+00,2020/07/08 23:00:00+00,1.4,0.1,Human,2020-07-07 01:31:00+00:00,2020/07/08 23:00:00+00,FI,33.3042,-110.4256,US-AZ,149
2020/05/24 00:00:00+00,2020/05/25 00:59:59+00,0.1,0.1,Human,2020-05-23 21:20:19+00:00,2020/06/03 15:00:00+00,FI,34.68374,-111.3544,US-AZ,150
2020/05/18 01:44:59+00,2020/05/18 01:44:59+00,0.1,0.1,Human,2020-05-17 23:10:23+00:00,2020/05/26 17:00:00+00,FI,35.04423,-111.7572,US-AZ,151
2020/07/31 00:35:00+00,2020/07/31 21:49:59+00,4.04,2.0,Natural,2020-07-29 20:07:59+00:00,2020/08/04 19:15:00+00,FI,40.526278,-109.957611,US-UT,152
2020/07/05 04:22:59+00,2020/07/05 18:59:59+00,0.25,0.1,Unknown,2020-07-04 23:10:00+00:00,2020/07/15 16:30:00+00,FI,42.1015,-107.061833,US-WY,153
2020/07/23 13:30:00+00,2020/09/10 14:00:00+00,3226.0,1.0,Natural,2020-07-13 18:00:00+00:00,2020/09/10 15:59:59+00,FI,39.80434,-108.3616,US-CO,154
2021/03/07 20:00:00+00,2021/03/08 17:00:00+00,0.5,0.5,Human,2021-03-06 17:37:00+00:00,2021/03/16 21:55:00+00,FI,37.26693,-113.1758,US-UT,155
2020/06/12 03:59:59+00,2020/06/14 18:00:00+00,271.0,3.0,Human,2020-06-11 22:21:59+00:00,2020/06/19 20:29:59+00,FI,39.87604,-111.8251,US-UT,156
2020/05/27 10:43:00+00,2020/05/27 10:43:00+00,0.1,0.1,Human,2020-05-27 09:20:59+00:00,2020/05/27 10:43:00+00,FI,33.3011,-110.4277,US-AZ,157
2020/05/30 20:41:00+00,2020/05/30 20:42:00+00,0.1,0.1,Human,2020-05-30 20:39:59+00:00,2020/05/30 20:42:59+00,FI,34.46025,-110.6373,US-AZ,158
2020/07/28 05:13:59+00,2020/07/28 05:15:00+00,0.1,0.1,Natural,2020-07-27 22:53:41+00:00,2020/08/02 19:56:00+00,FI,42.34416,-121.3992,US-OR,159
2020/08/10 02:51:00+00,2020/08/10 18:36:00+00,40.0,40.0,Human,2020-08-09 20:39:00+00:00,2020/08/11 18:59:59+00,FI,35.81252,-115.2996,US-NV,160
2020/08/19 17:31:00+00,2020/08/20 01:31:59+00,0.1,0.1,Natural,2020-08-18 15:51:58+00:00,2020/08/20 15:39:00+00,FI,42.32219,-122.1585,US-OR,161
,2020/03/13 23:15:00+00,0.2,0.1,Unknown,2020-03-13 19:27:49+00:00,2020/05/19 22:47:59+00,FI,40.092267,-119.998167,US-CA,162
2020/10/20 15:14:59+00,2020/10/28 17:00:00+00,0.3,0.3,Human,2020-10-20 12:49:59+00:00,2020/10/28 17:00:00+00,FI,33.12347,-112.0167,US-AZ,163
2020/07/19 17:00:00+00,2020/07/19 17:25:00+00,0.1,0.1,Human,2020-07-19 16:47:00+00:00,2020/07/20 18:00:00+00,FI,40.19072,-111.4418,US-UT,164
2020/06/24 03:59:59+00,2020/06/24 05:00:00+00,0.2,0.2,Human,2020-06-24 03:05:21+00:00,2020/06/28 21:53:59+00,FI,,,US-NM,165
,2020/06/22 18:14:59+00,2.6,0.1,Human,2020-06-20 00:30:59+00:00,2020/06/22 18:17:00+00,FI,33.12144,-116.7987,US-CA,166
2020/10/27 02:00:00+00,2020/10/27 17:00:00+00,0.1,0.1,Human,2020-10-27 01:06:59+00:00,2020/10/28 17:00:00+00,FI,33.35424,-110.4474,US-AZ,167
2020/07/22 00:00:00+00,2020/07/23 20:15:00+00,3142.33,20.0,Human,2020-07-17 22:25:59+00:00,2020/07/28 15:40:00+00,FI,40.94455,-114.36105,US-NV,168
2020/05/27 17:29:59+00,2020/05/27 17:29:59+00,98.0,1.0,Human,2020-05-21 21:59:59+00:00,2020/05/29 16:50:00+00,FI,34.55574,-113.1575,US-AZ,169
2020/07/16 16:30:00+00,2020/07/27 16:30:00+00,0.5,0.5,Natural,2020-07-16 06:08:00+00:00,2020/08/01 17:00:00+00,FI,39.85479,-108.9114,US-CO,170
2020/08/26 00:43:59+00,2020/09/02 15:00:00+00,927.0,1.0,Natural,2020-08-19 18:17:00+00:00,2020/09/23 18:59:59+00,FI,41.906833,-114.9125,US-NV,171
2020/07/18 04:44:00+00,2020/07/18 04:44:00+00,1.61,1.0,Human,2020-07-18 01:01:00+00:00,2020/07/18 20:10:59+00,FI,41.0714,-115.313733,US-NV,172
2020/09/28 17:29:59+00,2020/09/28 17:29:59+00,0.1,0.1,Human,2020-09-28 15:23:00+00:00,2020/09/28 17:29:59+00,FI,34.89422,-108.4109,US-NM,173
2020/03/11 03:59:59+00,2020/03/11 04:12:00+00,0.75,0.1,Human,2020-03-11 00:39:00+00:00,2020/03/18 23:39:59+00,FI,40.38043,-123.0344,US-CA,174
2020/08/31 15:00:00+00,2020/09/01 17:29:59+00,0.1,,Human,2020-08-31 12:49:59+00:00,2020/09/05 20:00:00+00,FI,,,US-AZ,175
2020/06/17 22:15:59+00,2020/06/17 22:15:59+00,0.1,0.1,Human,2020-06-17 21:14:00+00:00,2020/06/18 18:59:59+00,FI,35.1908,-114.0661,US-AZ,176
2020/02/29 18:30:00+00,2020/02/29 18:30:00+00,0.1,0.1,Human,2020-02-29 14:54:00+00:00,2020/03/02 16:02:00+00,FI,33.69247,-111.5339,US-AZ,177
2020/09/01 20:39:59+00,2020/09/01 20:50:00+00,0.1,0.1,Human,2020-09-01 05:00:00+00:00,2020/09/01 21:00:00+00,FI,35.87099,-114.65,US-AZ,178
2020/08/19 10:40:00+00,2020/09/07 00:59:59+00,0.55,0.1,Human,2020-08-19 08:18:00+00:00,2020/09/07 00:59:59+00,FI,33.35836,-110.5127,US-AZ,179
2020/05/25 12:59:59+00,2020/05/25 21:59:59+00,17.0,5.0,Human,2020-05-25 03:21:59+00:00,2020/06/03 20:00:00+00,FI,37.02421,-113.8662,US-UT,180
2020/08/23 23:00:00+00,2020/08/25 00:59:59+00,480.0,1.0,Natural,2020-08-17 22:18:00+00:00,2020/08/28 00:59:59+00,FI,32.4999,-111.0868,US-AZ,181
2020/11/23 11:42:59+00,2020/11/23 12:49:59+00,0.1,1.0,Human,2020-11-23 10:53:00+00:00,2020/11/25 19:11:00+00,FI,34.25867,-117.4608,US-CA,182
2020/06/10 21:30:00+00,2020/06/10 21:30:00+00,0.1,0.1,Unknown,2020-06-10 19:47:59+00:00,2020/06/13 00:00:00+00,FI,35.01703,-107.8754,US-NM,183
2020/07/13 16:25:00+00,2020/07/13 16:25:00+00,0.1,0.1,Human,2020-07-13 16:14:57+00:00,2020/07/26 21:59:59+00,FI,34.67359,-111.7696,US-AZ,184
2021/01/18 00:00:00+00,2021/01/18 00:59:59+00,8.0,5.0,Human,2021-01-17 22:30:00+00:00,2021/01/18 00:59:59+00,FI,36.331739,-106.169244,US-NM,185
2020/06/04 15:40:00+00,2020/06/04 15:40:00+00,0.1,0.1,Human,2020-06-04 13:37:00+00:00,2020/06/04 15:40:00+00,FI,37.42924,-108.2463,US-CO,186
2020/07/22 18:49:00+00,2020/07/27 16:44:59+00,0.1,0.1,Natural,2020-07-22 03:17:59+00:00,2020/08/06 16:50:00+00,FI,38.378955,-105.667079,US-CO,187
2020/06/15 18:10:00+00,2020/06/15 18:10:00+00,0.1,0.1,Human,2020-06-14 18:01:59+00:00,2020/06/15 18:10:00+00,FI,35.37246,-108.5078,US-NM,188
2020/08/02 05:45:00+00,2020/08/02 06:01:00+00,0.1,0.1,Human,2020-08-02 05:29:59+00:00,2020/08/02 06:30:00+00,FI,40.52778,-109.6154,US-UT,189
2020/06/20 20:16:59+00,2020/06/20 20:35:59+00,2.0,2.0,Human,2020-06-20 18:04:00+00:00,2020/06/22 18:59:59+00,FI,35.87953,-115.2126,US-NV,190
2020/04/18 23:10:00+00,2020/04/18 23:15:00+00,0.1,0.1,Human,2020-04-18 23:03:00+00:00,2020/04/18 23:19:59+00,FI,32.79176,-105.7903,US-NM,191
2020/05/11 18:33:00+00,2020/05/15 18:48:00+00,0.1,0.1,Natural,2020-05-10 21:09:43+00:00,2020/05/15 18:48:00+00,FI,35.83168,-112.0466,US-AZ,192
2020/11/22 22:43:00+00,2020/11/24 17:29:59+00,20.0,0.1,Human,2020-11-21 19:47:00+00:00,2020/11/24 18:59:59+00,FI,40.44167,-111.7526,US-UT,193
2020/05/24 20:26:00+00,2020/05/28 20:39:59+00,0.1,0.1,Human,2020-05-24 19:06:59+00:00,2020/05/29 20:39:59+00,FI,36.57184,-107.9898,US-NM,194
2020/05/04 02:45:59+00,2020/05/05 21:52:00+00,1.5,0.1,Human,2020-05-03 23:06:59+00:00,2020/05/08 18:35:00+00,FI,34.3292,-110.2178,US-AZ,195
2020/07/05 03:55:00+00,2020/07/05 04:05:00+00,0.1,0.1,Human,2020-07-05 03:37:59+00:00,2020/07/05 04:15:00+00,FI,36.20867,-115.3469,US-NV,196
2020/09/23 19:08:00+00,2020/09/23 19:12:59+00,0.5,1.0,Human,2020-09-23 18:16:00+00:00,2020/09/30 19:54:59+00,FI,37.19422,-113.4063,US-UT,197
2020/06/25 00:14:59+00,2020/06/25 00:20:00+00,0.1,0.1,Human,2020-06-24 23:13:00+00:00,2020/06/25 00:30:00+00,FI,39.654083,-106.0023,US-CO,198
2021/03/18 15:49:59+00,2021/03/18 15:49:59+00,0.25,0.3,Human,2021-03-18 00:49:00+00:00,2021/03/19 21:35:00+00,FI,33.29274,-110.444,US-AZ,199
2020/07/15 01:09:59+00,2020/07/15 17:06:00+00,8.0,8.0,Human,2020-07-13 21:46:00+00:00,2020/07/25 00:00:00+00,FI,33.35329,-110.6601,US-AZ,200
2020/05/25 03:10:00+00,2020/05/29 20:19:59+00,2.0,2.0,Human,2020-05-24 22:28:59+00:00,2020/05/30 20:00:00+00,FI,36.81821,-108.1682,US-NM,201
2020/10/04 02:10:00+00,2020/10/04 16:40:00+00,0.1,0.1,Human,2020-10-04 00:45:20+00:00,2020/10/04 16:40:00+00,FI,35.92079,-111.7593,US-AZ,202
2020/07/09 19:20:00+00,2020/07/09 19:47:00+00,0.5,0.3,Unknown,2020-07-09 17:38:00+00:00,2020/07/09 19:47:00+00,FI,40.25066,-105.5001,US-CO,203
2020/04/19 19:30:00+00,2020/04/19 20:05:00+00,0.75,0.8,Unknown,2020-04-19 18:26:00+00:00,2020/04/20 18:39:00+00,FI,40.16228,-110.3932,US-UT,204
2020/09/09 23:32:00+00,2020/09/10 02:02:00+00,98.0,1.0,Human,2020-09-09 20:25:00+00:00,2020/09/20 00:59:59+00,FI,40.13736,-117.1181,US-NV,205
2020/07/03 04:20:00+00,2020/07/03 04:20:00+00,0.1,0.1,Human,2020-07-03 03:16:00+00:00,2020/07/03 04:20:00+00,FI,33.36449,-110.4605,US-AZ,206
2020/06/24 18:48:00+00,2020/06/25 00:56:00+00,22.0,0.1,Natural,2020-06-24 00:55:00+00:00,2020/07/15 20:38:00+00,FI,39.63751,-119.9478,US-NV,207
2020/03/22 04:44:59+00,2020/03/22 05:00:00+00,0.1,0.1,Human,2020-03-22 04:05:59+00:00,2020/03/24 18:00:00+00,FI,38.63194,-112.6089,US-UT,208
2020/07/29 16:11:00+00,2020/07/29 19:20:00+00,0.1,0.1,Natural,2020-07-28 18:24:50+00:00,2020/08/01 15:00:00+00,FI,36.38659,-105.5197,US-NM,209
2020/08/23 23:15:00+00,2020/08/23 23:19:59+00,3.7,1.0,Human,2020-08-17 06:53:59+00:00,2020/08/23 23:25:00+00,FI,42.55349,-120.5062,US-OR,210
2020/10/08 23:15:00+00,2020/10/20 16:09:59+00,2.0,0.1,Human,2020-10-08 16:46:00+00:00,2020/10/20 16:09:59+00,FI,33.36241,-110.452,US-AZ,211
2020/09/07 01:30:00+00,2020/09/07 17:38:00+00,46.66,0.1,Unknown,2020-09-06 21:36:59+00:00,2020/09/08 15:59:59+00,FI,42.56573,-107.0316,US-WY,212
2020/07/22 23:00:00+00,2020/07/23 22:44:59+00,0.1,0.1,Natural,2020-07-22 19:47:59+00:00,2020/07/24 22:44:59+00,FI,36.32095,-106.5495,US-NM,213
2020/06/28 21:30:00+00,2020/06/28 21:30:00+00,0.113,0.1,Human,2020-06-28 20:07:59+00:00,2020/06/28 21:30:00+00,FI,40.855817,-115.841733,US-NV,214
2020/05/23 23:55:00+00,2020/05/23 23:55:59+00,0.1,0.1,Human,2020-05-23 23:51:59+00:00,2020/05/23 23:57:00+00,FI,34.38567,-110.8616,US-AZ,215
2020/07/23 21:00:00+00,2020/07/23 22:20:00+00,0.5,0.1,Natural,2020-07-23 20:10:00+00:00,2020/07/25 19:30:00+00,FI,38.26101,-112.8201,US-UT,216
2020/11/15 23:00:00+00,2020/12/31 22:15:00+00,574.0,1.0,Unknown,2020-10-18 19:24:00+00:00,2021/03/10 16:15:00+00,FI,36.07114,-121.4505,US-CA,217
2020/07/24 01:30:00+00,2020/07/25 00:59:59+00,50.0,0.1,Natural,2020-07-23 04:11:00+00:00,2020/08/05 01:15:00+00,FI,37.2325,-112.2101,US-UT,218
2020/06/24 20:00:00+00,2020/06/24 20:31:00+00,0.86,0.1,Human,2020-06-24 04:33:00+00:00,2020/07/05 00:59:59+00,FI,41.16605,-119.8224,US-NV,219
2020/11/04 23:45:59+00,2020/11/04 23:45:59+00,0.1,1.0,Natural,2020-11-02 20:09:00+00:00,2020/11/17 00:00:00+00,FI,36.82147,-113.5173,US-AZ,220
2020/08/05 21:13:00+00,2020/08/05 21:14:00+00,0.1,0.1,Natural,2020-08-03 14:59:53+00:00,2020/08/18 18:59:59+00,FI,33.72229,-109.406,US-AZ,221
2020/04/17 18:00:00+00,2020/04/17 18:00:00+00,0.1,,Human,2020-04-17 17:35:00+00:00,2020/04/17 18:00:00+00,FI,,,US-NM,222
2020/07/14 23:29:59+00,2020/07/14 23:29:59+00,2800.0,10.0,Human,2020-07-11 21:35:00+00:00,2020/07/14 23:29:59+00,FI,33.44867,-113.2205,US-AZ,223
2020/08/20 00:10:00+00,2020/08/20 14:15:00+00,0.1,1.0,Natural,2020-08-19 22:17:28+00:00,2020/08/20 14:45:00+00,FI,33.56712,-108.7026,US-NM,224
2020/08/15 00:00:00+00,2020/08/15 14:00:00+00,0.1,0.1,Human,2020-08-14 22:36:00+00:00,2020/08/18 21:59:59+00,FI,37.717,-112.842,US-UT,225
2020/09/07 00:59:59+00,2020/09/07 00:59:59+00,0.1,0.1,Human,2020-08-01 21:06:00+00:00,2020/09/07 00:59:59+00,FI,33.35324,-110.6601,US-AZ,226
2020/06/07 03:01:59+00,2020/06/08 13:44:59+00,93.0,3.0,Natural,2020-06-05 13:56:00+00:00,2020/06/14 20:05:00+00,FI,39.580196,-109.38893,US-UT,227
2020/06/14 18:11:59+00,2020/06/14 18:37:59+00,0.1,0.1,Natural,2020-06-14 03:10:00+00:00,2020/06/22 18:00:00+00,FI,37.37077,-108.4088,US-CO,228
2020/05/08 18:20:59+00,2020/05/20 18:00:00+00,30.0,0.1,Human,2020-05-04 02:35:59+00:00,2020/05/20 18:00:00+00,FI,33.37894,-112.2947,US-AZ,229
2020/06/03 19:44:59+00,2020/06/04 18:00:00+00,1.0,,Human,2020-06-03 18:24:59+00:00,2020/06/05 22:30:00+00,FI,,,US-AZ,230
2020/08/10 23:30:15+00,2020/08/10 23:30:15+00,4.8,4.8,Human,2020-08-10 22:06:05+00:00,2020/08/16 17:29:59+00,FI,,,US-AZ,231
2020/11/12 15:30:00+00,2020/11/12 15:30:00+00,0.5,1.0,Human,2020-11-11 18:00:00+00:00,2020/11/12 16:44:59+00,FI,32.64823,-114.3946,US-AZ,232
2020/05/24 05:26:00+00,2020/05/29 16:28:00+00,2.4,0.1,Human,2020-05-24 01:44:59+00:00,2020/05/29 16:28:00+00,FI,33.73027,-111.5164,US-AZ,233
2020/07/15 22:44:59+00,2020/07/15 22:44:59+00,0.1,0.1,Human,2020-07-15 22:02:00+00:00,2020/07/15 22:44:59+00,FI,37.42221,-108.1902,US-CO,234
2020/07/21 00:59:59+00,2020/07/21 21:30:00+00,0.3,0.1,Human,2020-07-20 23:22:00+00:00,2020/07/21 21:59:59+00,FI,35.08286,-108.8419,US-NM,235
2020/05/30 19:30:00+00,2020/05/30 19:30:00+00,0.1,0.1,Human,2020-05-30 18:45:00+00:00,2020/05/30 19:30:00+00,FI,33.46558,-105.7972,US-NM,236
2020/05/18 22:36:00+00,2020/05/18 22:36:00+00,0.1,0.1,Human,2020-05-18 21:52:00+00:00,2020/05/24 22:02:00+00,FI,34.1819,-112.1338,US-AZ,237
2020/05/24 17:29:59+00,2020/05/24 17:35:00+00,0.1,0.1,Human,2020-05-24 17:29:59+00:00,2020/05/24 17:39:59+00,FI,32.715403,-105.692722,US-NM,238
2020/08/01 08:29:59+00,2020/08/01 08:29:59+00,0.1,0.1,Human,2020-08-01 06:14:59+00:00,2020/08/10 18:59:59+00,FI,35.80484,-115.1919,US-NV,239
2020/08/25 00:59:59+00,2020/08/25 00:59:59+00,0.1,0.1,Natural,2020-08-23 18:43:00+00:00,2020/08/25 00:59:59+00,FI,38.18555,-114.1755,US-NV,240
2020/08/16 06:30:00+00,2020/08/16 07:30:00+00,0.25,1.0,Human,2020-08-16 06:00:00+00:00,2020/08/17 20:29:59+00,FI,40.81422,-111.3952,US-UT,241
2020/10/05 22:50:00+00,2020/10/05 22:50:59+00,0.1,0.1,Human,2020-10-05 22:06:59+00:00,2020/10/05 22:51:59+00,FI,34.39647,-110.8588,US-AZ,242
2020/09/11 01:12:59+00,2020/09/11 22:15:00+00,20.0,20.0,Human,2020-09-10 22:22:59+00:00,2020/09/14 22:25:59+00,FI,41.40766,-120.9936,US-CA,243
2020/07/05 02:10:00+00,2020/07/05 02:28:00+00,0.1,0.1,Natural,2020-07-04 22:51:59+00:00,2020/07/05 17:15:00+00,FI,39.57794,-107.8539,US-CO,244
2020/03/02 00:45:43+00,2020/03/02 20:00:00+00,9.0,9.0,Human,2020-03-01 21:30:43+00:00,2020/03/16 19:53:00+00,FI,,,US-NM,245
2020/08/16 23:19:00+00,2020/08/16 23:19:00+00,0.1,0.1,Natural,2020-08-16 20:42:59+00:00,2020/08/23 23:19:00+00,FI,39.22808,-119.5769,US-NV,246
2020/07/15 20:50:00+00,2020/07/15 21:00:00+00,0.1,0.1,Natural,2020-07-15 19:40:00+00:00,2020/07/15 21:36:00+00,FI,38.19695,-108.6767,US-CO,247
2020/07/17 00:59:59+00,2020/07/17 03:00:00+00,0.1,0.1,Natural,2020-07-16 21:47:26+00:00,2020/07/25 03:00:00+00,FI,38.7619,-119.9061,US-CA,248
2020/07/15 17:00:00+00,2020/07/15 18:59:59+00,0.1,0.1,Human,2020-07-15 16:18:45+00:00,,FI,41.00851,-111.3857,US-UT,249
2020/07/19 22:51:59+00,2020/07/19 22:51:59+00,0.1,0.1,Human,2020-07-19 22:15:59+00:00,2020/07/25 18:00:00+00,FI,40.54969,-107.4171,US-CO,250
2020/04/26 19:53:00+00,2020/04/26 19:53:00+00,0.1,0.1,Human,2020-04-26 18:39:00+00:00,2020/04/26 19:53:00+00,FI,37.32854,-108.1178,US-CO,251
2020/08/01 22:44:59+00,2020/08/03 18:14:59+00,1.5,0.1,Natural,2020-08-01 03:41:08+00:00,2020/08/03 18:20:00+00,FI,41.34374,-122.558,US-CA,252
2020/08/13 01:54:59+00,2020/08/13 01:54:59+00,0.1,0.1,Human,2020-08-12 23:58:59+00:00,2020/08/14 20:54:00+00,FI,38.9288,-106.6299,US-CO,253
2020/08/30 17:39:00+00,2020/08/30 17:39:00+00,0.1,0.1,Unknown,2020-08-30 16:57:00+00:00,2020/08/30 17:39:00+00,FI,41.30441,-123.5354,US-CA,254
2020/10/11 00:00:00+00,2020/10/11 00:01:00+00,0.1,0.1,Human,2020-10-10 23:55:59+00:00,2020/10/11 00:01:59+00,FI,34.37845,-111.0119,US-AZ,255
2020/10/12 22:44:59+00,2020/10/12 22:44:59+00,0.79,0.3,Human,2020-10-12 21:27:00+00:00,2020/10/12 22:44:59+00,FI,39.6734,-111.8505,US-UT,256
2020/12/05 20:55:00+00,2020/12/05 20:55:00+00,0.25,1.0,Unknown,2020-12-05 18:20:59+00:00,2020/12/07 18:59:59+00,FI,33.521109,-105.470622,US-NM,257
2021/02/16 00:00:00+00,2021/02/16 00:14:59+00,0.1,1.0,Human,2021-02-08 23:16:00+00:00,2021/02/17 18:14:00+00,FI,36.40089,-115.1809,US-NV,258
2020/07/31 14:00:00+00,2020/09/22 14:29:59+00,12861.0,20.0,Natural,2020-06-27 21:52:14+00:00,2020/10/06 15:56:59+00,FI,,,US-AZ,259
2020/02/18 18:30:00+00,2020/02/18 18:59:59+00,0.1,0.1,Unknown,2020-02-18 00:37:20+00:00,2020/02/18 20:00:00+00,FI,38.568167,-120.446583,US-CA,260
2020/12/14 00:23:00+00,2020/12/17 18:59:59+00,0.75,0.5,Human,2020-12-13 21:24:00+00:00,2020/12/18 17:00:00+00,FI,33.22318,-111.0752,US-AZ,261
2020/07/13 22:50:18+00,2020/07/13 22:50:18+00,2.0,2.0,Human,2020-07-13 22:19:50+00:00,2020/07/18 17:50:00+00,FI,,,US-AZ,262
2020/05/02 18:14:59+00,2020/05/02 18:14:59+00,0.1,0.1,Human,2020-05-02 18:03:00+00:00,2020/05/02 18:14:59+00,FI,33.64127,-111.546,US-AZ,263
2020/06/24 21:10:00+00,2020/06/24 22:15:00+00,0.1,0.1,Natural,2020-06-24 19:19:50+00:00,2020/06/26 23:45:59+00,FI,39.49603,-120.2036,US-CA,264
2020/11/28 04:02:59+00,2020/11/28 04:34:59+00,0.25,1.0,Human,2020-11-28 03:52:00+00:00,2020/11/29 22:25:00+00,FI,34.33704,-117.4568,US-CA,265
2020/07/27 21:45:00+00,2020/07/27 22:25:00+00,0.1,0.1,Natural,2020-07-26 22:28:24+00:00,2020/07/27 22:30:00+00,FI,33.38518,-108.2325,US-NM,266
2020/09/03 23:38:00+00,2020/09/05 18:11:00+00,1.1,0.1,Unknown,2020-09-03 14:12:00+00:00,2020/09/26 22:36:00+00,FI,42.59227,-120.6015,US-OR,267
2020/07/27 04:59:00+00,2020/07/27 04:59:00+00,0.1,0.1,Natural,2020-07-27 03:32:00+00:00,2020/08/05 18:46:27+00,FI,39.89592,-120.007,US-CA,268
2020/09/07 23:10:00+00,2020/09/09 18:49:59+00,1.2,1.2,Human,2020-09-07 15:11:59+00:00,2020/09/13 16:51:59+00,FI,35.23344,-111.5252,US-AZ,269
2020/06/03 00:30:00+00,2020/06/03 00:35:00+00,0.1,0.1,Human,2020-06-02 23:34:00+00:00,2020/06/05 23:00:00+00,FI,36.7331,-108.0868,US-NM,270
2020/07/05 22:54:59+00,2020/07/05 22:54:59+00,0.1,0.1,Human,2020-07-05 22:50:00+00:00,2020/07/06 18:00:00+00,FI,37.21847,-113.3862,US-UT,271
2020/06/29 17:00:00+00,2020/07/09 00:20:00+00,0.5,0.5,Unknown,2020-06-29 14:07:59+00:00,2020/07/10 00:30:00+00,FI,36.9692,-107.890283,US-NM,272
2020/06/15 01:31:00+00,2020/06/15 14:45:59+00,0.1,0.1,Natural,2020-06-14 21:45:00+00:00,2020/06/15 22:38:00+00,FI,38.01328,-108.4878,US-CO,273
2020/06/14 18:10:00+00,2020/06/14 18:10:00+00,0.1,0.1,Human,2020-06-14 17:55:00+00:00,2020/06/18 21:20:00+00,FI,35.85415,-106.6254,US-NM,274
2020/08/21 01:20:00+00,2020/08/21 21:52:00+00,11.5,1.0,Natural,2020-08-20 02:03:00+00:00,2020/09/22 20:00:00+00,FI,41.69074,-113.7408,US-UT,275
2020/04/19 21:17:00+00,2020/04/19 21:17:00+00,0.1,0.1,Human,2020-04-19 21:11:59+00:00,2020/04/19 21:17:00+00,FI,33.40522,-105.7387,US-NM,276
2020/09/10 23:48:00+00,2020/09/11 00:17:00+00,0.1,0.1,Human,2020-09-10 21:56:00+00:00,2020/09/18 21:00:00+00,FI,36.45305,-115.6977,US-NV,277
2020/10/25 16:47:59+00,2020/10/25 16:49:00+00,0.1,0.1,Human,2020-10-25 16:47:00+00:00,2020/10/25 16:50:00+00,FI,34.33663,-110.9743,US-AZ,278
2020/08/25 16:34:59+00,2020/08/28 00:59:59+00,0.1,0.1,Natural,2020-08-25 00:00:00+00:00,2020/09/02 18:59:59+00,FI,39.68303,-115.5026,US-NV,279
2020/05/29 23:19:59+00,2020/05/30 00:20:00+00,0.1,0.1,Unknown,2020-05-29 21:25:15+00:00,2020/05/30 18:59:59+00,FI,34.49291,-119.3061,US-CA,280
2020/07/30 15:59:59+00,2020/07/31 18:58:00+00,1.35,0.1,Unknown,2020-07-29 22:19:15+00:00,2020/08/02 22:54:59+00,FI,38.19101,-108.1698,US-CO,281
2020/06/27 02:35:00+00,2020/06/30 17:29:59+00,0.1,0.1,Natural,2020-06-27 01:18:00+00:00,2020/08/01 17:00:00+00,FI,39.97902,-108.3049,US-CO,282
2021/02/18 23:45:00+00,2021/02/18 23:45:00+00,1.0,1.0,Human,2021-02-18 23:26:00+00:00,2021/02/23 17:00:00+00,FI,37.22651,-113.373,US-UT,283
2020/07/09 21:49:59+00,2020/07/10 17:34:00+00,0.1,0.1,Human,2020-07-09 19:47:00+00:00,2020/07/11 17:19:59+00,FI,34.27728,-116.7972,US-CA,284
2020/07/20 20:45:00+00,2020/07/21 17:50:00+00,0.1,0.1,Natural,2020-07-20 02:07:24+00:00,2020/08/11 18:00:00+00,FI,36.09528,-106.3727,US-NM,285
2020/06/29 23:19:59+00,2020/06/29 23:19:59+00,0.1,0.1,Human,2020-06-29 22:44:59+00:00,2020/07/01 18:59:59+00,FI,35.19131,-113.9018,US-AZ,286
2020/06/26 14:29:59+00,2020/06/27 15:59:59+00,0.1,,Human,2020-06-26 12:53:59+00:00,2020/06/29 18:30:00+00,FI,,,US-AZ,287
2020/08/04 02:48:59+00,2020/08/04 14:48:00+00,0.1,0.1,Natural,2020-08-03 21:17:59+00:00,2020/08/04 16:20:00+00,FI,39.80274,-106.9339,US-CO,288
2020/07/16 17:15:00+00,2020/07/16 18:20:00+00,0.1,0.1,Natural,2020-07-16 16:41:00+00:00,2020/07/16 18:49:59+00,FI,38.885333,-107.560467,US-CO,289
2020/09/20 02:29:59+00,2020/09/20 03:06:00+00,0.1,1.0,Natural,2020-09-19 23:42:59+00:00,2020/09/29 15:59:59+00,FI,42.07089,-113.9378,US-ID,290
2020/02/19 21:14:59+00,2020/02/19 21:14:59+00,0.2,0.2,Human,2020-02-19 08:10:59+00:00,2020/02/26 21:14:59+00,FI,,,US-NM,291
2020/07/29 02:19:59+00,2020/07/29 21:27:59+00,9.0,0.3,Human,2020-07-28 18:14:59+00:00,2020/10/14 18:59:59+00,FI,33.651,-110.4437,US-AZ,292
2020/04/15 19:44:59+00,2020/04/16 17:35:59+00,5.0,1.5,Human,2020-04-15 16:44:00+00:00,2020/04/17 15:20:00+00,FI,35.12291,-111.1737,US-AZ,293
2020/04/30 03:00:00+00,2020/05/01 03:00:00+00,5.0,5.0,Human,2020-04-29 01:05:00+00:00,2020/05/02 03:00:00+00,FI,35.1689,-111.9114,US-AZ,294
2020/08/21 03:30:00+00,2020/08/21 15:00:00+00,0.2,0.1,Unknown,2020-08-21 02:03:34+00:00,2020/08/21 15:01:00+00,FI,41.057383,-120.293267,US-CA,295
