PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,ID
PRECSNO,2021,0.45,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,10592
PRECTOTCORR_SUM,2021,5.27,0.0,21.09,9.11,0.02,5.26,69.88,21.43,13.1,21.79,0.05,54.4,221.42,10592
PRECSNO,2021,1.25,0.97,0.85,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.8,0.41,10593
PRECTOTCORR_SUM,2021,21.09,26.37,26.37,8.07,24.61,19.1,55.95,25.56,38.64,31.86,6.33,73.92,357.89,10593
PRECSNO,2021,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,10602
PRECTOTCORR_SUM,2021,52.73,0.0,10.55,2.83,2.38,4.39,113.01,81.78,49.56,13.74,0.55,77.88,409.41,10602
PRECSNO,2021,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,10603
PRECTOTCORR_SUM,2021,42.19,0.0,5.27,3.6,0.8,2.23,114.67,81.67,38.36,11.6,0.35,72.46,373.2,10603
PRECSNO,2021,0.19,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,10608
PRECTOTCORR_SUM,2021,5.27,0.0,0.0,4.17,0.08,6.13,43.39,10.69,6.42,15.66,0.01,46.05,137.86,10608
PRECSNO,2021,0.19,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,10609
PRECTOTCORR_SUM,2021,26.37,0.0,10.55,5.2,1.06,4.35,153.38,95.25,63.26,11.43,2.65,41.56,415.04,10609
PRECSNO,2021,2.4,2.33,1.81,0.09,0.05,0.0,0.0,0.0,0.0,0.22,0.66,4.93,1.04,10619
PRECTOTCORR_SUM,2021,121.29,73.83,47.46,14.57,4.78,7.92,5.58,0.07,29.94,138.54,62.45,127.82,634.24,10619
PRECSNO,2021,0.21,1.27,0.85,0.08,0.0,0.0,0.0,0.0,0.0,0.98,0.0,1.64,0.42,10621
PRECTOTCORR_SUM,2021,5.27,15.82,36.91,15.35,4.49,5.65,40.83,71.14,17.98,43.36,6.44,68.19,331.44,10621
PRECSNO,2021,2.02,0.78,0.81,0.25,0.02,0.0,0.0,0.0,0.0,0.5,0.04,3.77,0.69,10624
PRECTOTCORR_SUM,2021,73.83,31.64,26.37,4.8,13.07,5.02,6.64,1.21,6.68,174.37,21.03,188.24,552.89,10624
PRECSNO,2021,0.38,0.82,0.57,0.35,0.0,0.0,0.0,0.0,0.0,0.22,0.04,1.27,0.3,10625
PRECTOTCORR_SUM,2021,10.55,26.37,10.55,21.06,19.78,4.75,27.44,44.53,14.73,88.23,24.02,45.91,337.91,10625
PRECSNO,2021,0.57,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,10626
PRECTOTCORR_SUM,2021,21.09,0.0,5.27,7.76,0.0,6.33,70.0,24.85,11.52,15.15,0.12,47.22,209.31,10626
PRECSNO,2021,1.04,0.02,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.15,10630
PRECTOTCORR_SUM,2021,79.1,5.27,26.37,4.4,2.47,6.16,128.49,62.6,50.09,21.54,1.03,69.05,456.58,10630
PRECSNO,2021,1.96,0.21,1.42,0.09,0.0,0.0,0.0,0.0,0.0,0.47,0.0,3.85,0.68,10631
PRECTOTCORR_SUM,2021,21.09,5.27,31.64,12.64,1.76,6.16,71.28,45.19,8.28,46.67,0.01,70.63,320.61,10631
PRECSNO,2021,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,10634
PRECTOTCORR_SUM,2021,100.2,0.0,26.37,2.41,0.2,0.13,0.34,0.21,0.08,35.95,2.31,145.41,313.62,10634
PRECSNO,2021,0.53,0.12,0.47,0.02,0.09,0.0,0.0,0.0,0.0,0.15,0.0,0.59,0.17,10641
PRECTOTCORR_SUM,2021,79.1,15.82,21.09,7.4,13.64,9.74,36.7,3.94,1.95,81.95,8.56,147.39,427.28,10641
PRECSNO,2021,1.17,0.02,0.87,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.52,0.32,10644
PRECTOTCORR_SUM,2021,21.09,0.0,21.09,11.17,1.47,15.33,53.54,15.9,3.68,29.43,0.01,54.73,227.44,10644
PRECSNO,2021,1.59,0.73,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.28,10649
PRECTOTCORR_SUM,2021,15.82,21.09,0.0,6.64,4.15,14.26,120.54,84.18,66.91,13.71,2.86,30.22,380.39,10649
PRECSNO,2021,1.17,0.02,0.87,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.52,0.32,10653
PRECTOTCORR_SUM,2021,21.09,0.0,21.09,11.17,1.47,15.33,53.54,15.9,3.68,29.43,0.01,54.73,227.44,10653
PRECSNO,2021,1.17,0.02,0.87,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.52,0.32,10661
PRECTOTCORR_SUM,2021,21.09,0.0,21.09,11.17,1.47,15.33,53.54,15.9,3.68,29.43,0.01,54.73,227.44,10661
PRECSNO,2021,0.04,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,10682
PRECTOTCORR_SUM,2021,15.82,0.0,21.09,9.82,0.64,5.99,52.22,31.18,10.39,43.3,0.03,70.0,260.49,10682
PRECSNO,2021,1.57,2.17,0.83,0.23,0.13,0.0,0.0,0.0,0.0,0.28,0.47,4.47,0.84,10684
PRECTOTCORR_SUM,2021,47.46,58.01,5.27,16.78,9.16,13.27,9.78,0.8,35.73,77.93,47.08,99.37,420.65,10684
PRECSNO,2021,0.53,0.59,0.28,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,10687
PRECTOTCORR_SUM,2021,21.09,5.27,0.0,9.45,7.48,20.16,94.11,45.2,34.35,12.29,2.42,18.45,270.27,10687
PRECSNO,2021,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,10693
PRECTOTCORR_SUM,2021,52.73,0.0,10.55,2.83,2.38,4.39,113.01,81.78,49.56,13.74,0.55,77.88,409.41,10693
PRECSNO,2021,1.96,0.21,1.42,0.09,0.0,0.0,0.0,0.0,0.0,0.47,0.0,3.85,0.68,10698
PRECTOTCORR_SUM,2021,21.09,5.27,31.64,12.64,1.76,6.16,71.28,45.19,8.28,46.67,0.01,70.63,320.61,10698
PRECSNO,2021,0.36,0.89,1.68,0.75,0.04,0.0,0.0,0.0,0.0,0.52,0.23,1.16,0.47,10710
PRECTOTCORR_SUM,2021,10.55,15.82,15.82,13.32,13.37,4.29,17.47,27.48,20.57,38.97,5.7,20.89,204.26,10710
PRECSNO,2021,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10716
PRECTOTCORR_SUM,2021,10.55,0.0,0.0,1.88,0.0,4.53,24.55,10.0,2.92,6.59,0.01,19.43,80.47,10716
PRECSNO,2021,0.36,0.8,1.49,0.79,0.04,0.0,0.0,0.0,0.0,0.35,0.22,1.66,0.48,10739
PRECTOTCORR_SUM,2021,10.55,5.27,15.82,11.32,12.09,6.2,12.5,22.9,21.97,28.3,8.61,23.79,179.33,10739
PRECSNO,2021,0.87,0.99,0.62,0.09,0.17,0.0,0.0,0.0,0.0,0.03,0.0,2.67,0.45,10758
PRECTOTCORR_SUM,2021,31.64,31.64,47.46,7.49,22.06,18.0,68.43,44.59,35.64,45.06,4.83,90.32,447.15,10758
PRECSNO,2021,4.87,1.65,1.42,0.32,0.02,0.0,0.0,0.0,0.0,0.97,0.16,12.32,1.83,10762
PRECTOTCORR_SUM,2021,137.11,73.83,84.38,9.85,7.57,2.43,4.09,0.47,12.0,278.33,42.92,331.02,983.98,10762
PRECSNO,2021,6.46,1.67,1.7,0.38,0.05,0.0,0.0,0.0,0.0,1.6,0.29,12.08,2.04,10765
PRECTOTCORR_SUM,2021,152.93,36.91,52.73,13.34,11.15,7.42,21.44,1.35,2.38,148.42,21.04,257.67,726.79,10765
PRECSNO,2021,0.38,1.11,0.49,0.24,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.22,0.3,10778
PRECTOTCORR_SUM,2021,15.82,31.64,10.55,13.58,20.07,2.27,22.11,20.4,9.86,70.67,25.19,53.08,295.24,10778
PRECSNO,2021,5.46,1.51,2.0,0.39,0.51,0.0,0.0,0.0,0.0,1.81,0.38,10.31,1.88,10790
PRECTOTCORR_SUM,2021,105.47,21.09,58.01,7.31,2.29,3.13,7.7,0.93,0.93,90.57,13.83,261.78,573.05,10790
PRECSNO,2021,0.32,0.09,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.08,10832
PRECTOTCORR_SUM,2021,0.0,0.0,21.09,4.97,0.57,2.74,48.96,23.28,20.62,28.56,0.51,24.35,175.64,10832
PRECSNO,2021,0.26,0.45,0.51,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.01,1.18,0.21,10842
PRECTOTCORR_SUM,2021,31.64,5.27,15.82,16.45,7.51,44.27,24.7,48.06,30.44,42.48,2.23,32.33,301.2,10842
PRECSNO,2021,0.74,1.2,0.36,0.21,0.06,0.0,0.0,0.0,0.0,0.53,0.03,2.67,0.48,10848
PRECTOTCORR_SUM,2021,21.09,58.01,31.64,37.43,17.31,7.85,24.48,74.74,17.02,108.3,20.13,96.59,514.59,10848
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10851
PRECSNO,2021,0.85,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.61,0.15,10851
PRECTOTCORR_SUM,2020,0.0,21.09,89.65,5.27,5.27,0.0,15.82,15.82,0.0,0.0,5.27,0.0,158.2,10851
PRECTOTCORR_SUM,2021,58.01,0.0,26.37,9.15,0.15,9.17,96.07,42.75,23.4,20.16,0.66,53.12,339.02,10851
PRECSNO,2021,1.45,2.35,0.96,1.33,0.74,0.0,0.0,0.0,0.03,1.39,0.96,3.01,1.01,10856
PRECTOTCORR_SUM,2021,26.37,73.83,0.0,24.04,53.51,5.04,28.5,45.04,24.95,66.08,28.63,77.35,453.32,10856
PRECSNO,2021,1.3,0.35,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.38,0.21,10862
PRECTOTCORR_SUM,2021,26.37,26.37,5.27,6.07,4.62,9.4,137.87,92.48,73.88,15.9,3.18,47.4,448.79,10862
PRECSNO,2021,2.34,0.31,0.94,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.0,2.62,0.53,10863
PRECTOTCORR_SUM,2021,79.1,5.27,31.64,6.69,5.12,7.38,140.71,75.03,69.58,30.91,2.09,94.95,548.47,10863
PRECSNO,2021,0.7,1.81,0.47,0.53,0.13,0.0,0.0,0.0,0.0,0.4,0.06,2.4,0.54,10867
PRECTOTCORR_SUM,2021,21.09,52.73,15.82,35.4,32.54,4.12,25.27,55.03,19.88,111.13,25.81,86.91,485.73,10867
PRECSNO,2021,0.7,0.73,0.43,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.22,10887
PRECTOTCORR_SUM,2021,15.82,26.37,21.09,3.3,10.15,15.2,49.82,25.21,37.42,30.8,5.24,64.21,304.63,10887
PRECSNO,2021,0.49,1.22,1.3,0.19,0.36,0.0,0.0,0.0,0.0,0.2,0.13,2.99,0.57,10888
PRECTOTCORR_SUM,2021,15.82,26.37,36.91,13.02,31.16,16.68,33.62,33.7,42.53,53.49,21.93,81.98,407.22,10888
PRECSNO,2021,0.49,1.37,0.62,0.33,0.02,0.0,0.0,0.0,0.0,0.36,0.03,0.93,0.34,10902
PRECTOTCORR_SUM,2021,10.55,31.64,15.82,9.75,19.39,3.69,22.29,15.42,8.74,62.77,21.46,35.8,257.32,10902
PRECSNO,2021,0.51,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.12,10922
PRECTOTCORR_SUM,2021,10.55,0.0,10.55,3.03,1.36,5.32,29.59,6.24,0.81,15.35,0.08,22.42,105.3,10922
PRECSNO,2021,0.49,1.22,1.3,0.19,0.36,0.0,0.0,0.0,0.0,0.2,0.13,2.99,0.57,10924
PRECTOTCORR_SUM,2021,15.82,26.37,36.91,13.02,31.16,16.68,33.62,33.7,42.53,53.49,21.93,81.98,407.22,10924
PRECSNO,2021,0.7,0.73,0.43,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.22,10927
PRECTOTCORR_SUM,2021,15.82,26.37,21.09,3.3,10.15,15.2,49.82,25.21,37.42,30.8,5.24,64.21,304.63,10927
PRECSNO,2021,2.15,0.8,1.23,0.06,0.02,0.0,0.0,0.0,0.0,0.43,0.02,5.28,0.84,10932
PRECTOTCORR_SUM,2021,84.38,52.73,47.46,9.21,8.81,2.38,3.53,0.8,12.42,221.27,35.34,247.7,726.03,10932
PRECSNO,2021,1.3,1.34,1.21,0.14,0.16,0.1,0.0,0.0,0.0,0.42,0.11,3.82,0.72,10936
PRECTOTCORR_SUM,2021,21.09,47.46,15.82,10.99,9.77,3.54,4.28,0.4,24.56,98.54,12.5,93.77,342.72,10936
PRECSNO,2021,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10964
PRECTOTCORR_SUM,2021,15.82,0.0,0.0,0.73,1.71,3.02,40.3,6.67,0.9,18.75,0.37,54.59,142.86,10964
PRECSNO,2021,0.34,0.47,0.45,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.01,1.36,0.23,10973
PRECTOTCORR_SUM,2021,26.37,10.55,21.09,14.03,12.18,38.81,29.45,41.31,35.38,51.92,2.84,49.89,333.82,10973
PRECSNO,2021,1.21,0.45,0.55,0.03,0.06,0.0,0.0,0.0,0.0,0.07,0.01,1.73,0.34,10989
PRECTOTCORR_SUM,2021,5.27,10.55,0.0,2.73,10.18,3.55,2.86,0.91,14.86,58.77,3.07,40.2,152.95,10989
PRECSNO,2021,4.76,2.14,1.85,0.65,0.19,0.0,0.0,0.0,0.0,1.95,0.35,11.3,1.95,11008
PRECTOTCORR_SUM,2021,131.84,36.91,63.28,12.64,14.89,7.79,16.84,1.24,3.99,172.62,23.82,240.62,726.48,11008
PRECSNO,2021,0.09,0.26,0.66,0.31,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.41,0.15,11031
PRECTOTCORR_SUM,2021,21.09,5.27,10.55,18.03,6.67,16.97,26.49,36.86,25.46,47.85,3.41,31.06,249.72,11031
PRECSNO,2021,0.38,0.82,0.57,0.35,0.0,0.0,0.0,0.0,0.0,0.22,0.04,1.27,0.3,11032
PRECTOTCORR_SUM,2021,10.55,26.37,10.55,21.06,19.78,4.75,27.44,44.53,14.73,88.23,24.02,45.91,337.91,11032
PRECSNO,2021,0.7,0.33,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.17,0.27,11033
PRECTOTCORR_SUM,2021,10.55,0.0,31.64,7.31,1.05,3.71,79.89,44.16,20.49,43.35,0.06,58.67,300.87,11033
PRECSNO,2021,0.74,1.53,0.85,0.54,0.01,0.0,0.0,0.0,0.0,0.38,0.13,1.93,0.51,11105
PRECTOTCORR_SUM,2021,21.09,47.46,21.09,34.43,28.59,4.33,28.72,54.27,19.46,110.5,29.12,75.7,474.77,11105
PRECSNO,2021,0.47,1.18,0.79,0.44,0.0,0.0,0.0,0.0,0.0,0.41,0.06,1.36,0.39,11114
PRECTOTCORR_SUM,2021,5.27,36.91,10.55,13.06,20.01,4.31,29.89,24.97,10.55,67.6,23.92,40.13,287.17,11114
PRECSNO,2021,4.89,0.75,1.83,0.06,0.11,0.0,0.0,0.0,0.0,0.59,0.14,8.61,1.44,11121
PRECTOTCORR_SUM,2021,79.1,15.82,52.73,4.63,0.58,0.55,1.88,0.34,0.68,60.75,8.36,193.42,418.85,11121
PRECSNO,2021,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11144
PRECTOTCORR_SUM,2021,10.55,0.0,0.0,1.88,0.0,4.53,24.55,10.0,2.92,6.59,0.01,19.43,80.47,11144
PRECSNO,2021,0.32,0.78,1.36,0.25,0.08,0.0,0.0,0.0,0.0,0.17,0.03,1.99,0.42,11151
PRECTOTCORR_SUM,2021,5.27,10.55,26.37,9.9,19.17,15.43,30.14,29.51,35.96,47.56,8.99,44.6,283.46,11151
PRECSNO,2021,1.96,0.21,1.42,0.09,0.0,0.0,0.0,0.0,0.0,0.47,0.0,3.85,0.68,11162
PRECTOTCORR_SUM,2021,21.09,5.27,31.64,12.64,1.76,6.16,71.28,45.19,8.28,46.67,0.01,70.63,320.61,11162
PRECSNO,2021,3.55,1.48,1.87,0.16,0.01,0.0,0.0,0.0,0.0,0.82,0.22,13.58,1.83,11181
PRECTOTCORR_SUM,2021,116.02,84.38,79.1,16.53,3.43,2.19,1.62,0.18,17.2,256.9,59.08,294.51,931.14,11181
PRECSNO,2021,1.72,1.58,1.87,0.12,0.06,0.0,0.0,0.0,0.0,0.18,0.08,4.1,0.81,11197
PRECTOTCORR_SUM,2021,137.11,116.02,52.73,9.8,5.06,25.4,8.35,0.08,44.75,120.76,79.49,192.25,791.8,11197
PRECSNO,2021,0.45,0.8,0.28,0.03,0.1,0.0,0.0,0.0,0.0,0.03,0.04,1.06,0.23,11239
PRECTOTCORR_SUM,2021,21.09,26.37,26.37,9.28,20.52,19.06,40.63,41.38,41.19,51.79,7.23,82.77,387.68,11239
PRECSNO,2021,1.38,2.14,0.43,0.58,0.03,0.0,0.0,0.0,0.0,0.81,0.05,3.53,0.74,11266
PRECTOTCORR_SUM,2021,26.37,52.73,36.91,35.86,21.75,6.7,23.7,61.01,16.66,99.13,20.72,83.35,484.9,11266
PRECSNO,2021,1.04,1.25,0.68,0.88,0.14,0.0,0.0,0.0,0.0,0.92,0.56,2.1,0.63,11271
PRECTOTCORR_SUM,2021,15.82,36.91,5.27,21.29,41.34,5.29,22.97,37.84,20.28,64.18,19.68,66.31,357.19,11271
PRECSNO,2021,2.02,0.78,0.81,0.25,0.02,0.0,0.0,0.0,0.0,0.5,0.04,3.77,0.69,11302
PRECTOTCORR_SUM,2021,73.83,31.64,26.37,4.8,13.07,5.02,6.64,1.21,6.68,174.37,21.03,188.24,552.89,11302
PRECSNO,2021,0.55,1.13,0.83,0.06,0.1,0.0,0.0,0.0,0.0,0.1,0.07,2.83,0.47,11317
PRECTOTCORR_SUM,2021,21.09,36.91,42.19,13.46,34.04,20.92,51.62,45.07,48.18,55.64,21.21,109.99,500.33,11317
PRECSNO,2021,0.23,0.64,1.3,0.46,0.01,0.0,0.0,0.0,0.0,0.19,0.12,1.97,0.41,11325
PRECTOTCORR_SUM,2021,5.27,10.55,15.82,11.55,14.03,9.89,20.81,24.69,30.34,38.5,8.35,31.28,221.08,11325
PRECSNO,2021,0.53,0.45,0.49,0.63,0.01,0.0,0.0,0.01,0.02,0.31,0.04,1.39,0.32,11335
PRECTOTCORR_SUM,2021,0.0,15.82,26.37,22.22,12.85,3.59,27.7,14.48,6.41,41.46,3.47,47.29,221.66,11335
PRECSNO,2021,0.89,0.99,0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.22,11339
PRECTOTCORR_SUM,2021,10.55,10.55,5.27,7.83,6.0,15.07,96.5,40.35,42.79,22.13,6.28,34.69,297.99,11339
PRECSNO,2021,1.53,2.24,1.08,0.18,0.12,0.0,0.0,0.0,0.0,0.15,0.52,4.85,0.89,11355
PRECTOTCORR_SUM,2021,31.64,63.28,10.55,22.18,13.55,11.67,4.43,1.09,35.8,76.71,20.89,79.74,371.54,11355
PRECSNO,2021,0.72,1.46,1.32,0.61,0.29,0.0,0.0,0.0,0.0,0.43,0.3,1.79,0.57,11398
PRECTOTCORR_SUM,2021,15.82,58.01,42.19,21.16,36.82,20.66,34.19,41.24,42.12,54.03,31.76,103.84,501.83,11398
PRECSNO,2021,0.51,0.38,0.57,0.44,0.01,0.0,0.0,0.0,0.0,0.26,0.02,0.69,0.24,11407
PRECTOTCORR_SUM,2021,10.55,36.91,15.82,16.7,22.27,4.12,19.67,12.49,7.06,49.22,9.13,40.67,244.6,11407
PRECSNO,2021,1.45,2.35,0.96,1.33,0.74,0.0,0.0,0.0,0.03,1.39,0.96,3.01,1.01,11427
PRECTOTCORR_SUM,2021,26.37,73.83,0.0,24.04,53.51,5.04,28.5,45.04,24.95,66.08,28.63,77.35,453.32,11427
PRECSNO,2021,1.3,1.34,1.21,0.14,0.16,0.1,0.0,0.0,0.0,0.42,0.11,3.82,0.72,11432
PRECTOTCORR_SUM,2021,21.09,47.46,15.82,10.99,9.77,3.54,4.28,0.4,24.56,98.54,12.5,93.77,342.72,11432
PRECSNO,2021,0.62,0.16,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.23,0.25,11442
PRECTOTCORR_SUM,2021,15.82,0.0,31.64,9.77,0.86,3.04,77.9,48.58,16.54,50.29,0.01,76.43,330.88,11442
PRECSNO,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11455
PRECTOTCORR_SUM,2021,158.2,10.55,31.64,1.19,0.28,0.05,0.13,0.08,1.65,65.25,10.14,175.53,454.68,11455
PRECSNO,2021,5.46,1.51,2.0,0.39,0.51,0.0,0.0,0.0,0.0,1.81,0.38,10.31,1.88,11484
PRECTOTCORR_SUM,2021,105.47,21.09,58.01,7.31,2.29,3.13,7.7,0.93,0.93,90.57,13.83,261.78,573.05,11484
PRECSNO,2021,4.89,0.75,1.83,0.06,0.11,0.0,0.0,0.0,0.0,0.59,0.14,8.61,1.44,11489
PRECTOTCORR_SUM,2021,79.1,15.82,52.73,4.63,0.58,0.55,1.88,0.34,0.68,60.75,8.36,193.42,418.85,11489
PRECSNO,2021,1.17,2.42,0.79,0.58,0.12,0.0,0.0,0.0,0.02,0.71,0.24,3.26,0.77,11494
PRECTOTCORR_SUM,2021,15.82,36.91,10.55,29.93,25.26,5.4,23.12,47.65,19.12,93.08,20.41,76.89,404.14,11494
PRECSNO,2021,1.32,1.01,1.06,0.22,0.07,0.03,0.0,0.0,0.0,0.22,0.04,1.15,0.43,11496
PRECTOTCORR_SUM,2021,52.73,26.37,21.09,9.29,34.36,27.54,74.16,38.14,30.7,35.09,6.89,65.1,421.48,11496
PRECSNO,2021,0.32,0.78,1.36,0.25,0.08,0.0,0.0,0.0,0.0,0.17,0.03,1.99,0.42,11509
PRECTOTCORR_SUM,2021,5.27,10.55,26.37,9.9,19.17,15.43,30.14,29.51,35.96,47.56,8.99,44.6,283.46,11509
PRECSNO,2021,1.72,1.58,1.87,0.12,0.06,0.0,0.0,0.0,0.0,0.18,0.08,4.1,0.81,11524
PRECTOTCORR_SUM,2021,137.11,116.02,52.73,9.8,5.06,25.4,8.35,0.08,44.75,120.76,79.49,192.25,791.8,11524
PRECSNO,2021,2.38,0.42,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.54,0.64,11527
PRECTOTCORR_SUM,2021,179.3,110.74,84.38,15.35,1.99,6.82,0.94,0.06,23.26,194.34,90.86,213.61,921.64,11527
PRECSNO,2021,0.77,1.01,1.72,1.05,0.77,0.0,0.0,0.03,0.0,0.15,0.16,1.16,0.57,11528
PRECTOTCORR_SUM,2021,0.0,5.27,26.37,18.4,51.76,36.18,61.87,32.46,17.07,20.51,11.47,48.55,329.9,11528
PRECSNO,2021,1.87,3.53,2.36,1.19,0.6,0.0,0.0,0.0,0.02,1.27,1.0,6.35,1.51,11531
PRECTOTCORR_SUM,2021,15.82,79.1,42.19,26.66,38.15,23.5,38.02,45.44,44.52,55.94,38.14,114.68,562.17,11531
PRECSNO,2021,2.15,0.8,1.23,0.06,0.02,0.0,0.0,0.0,0.0,0.43,0.02,5.28,0.84,11539
PRECTOTCORR_SUM,2021,84.38,52.73,47.46,9.21,8.81,2.38,3.53,0.8,12.42,221.27,35.34,247.7,726.03,11539
PRECSNO,2021,2.15,0.8,1.23,0.06,0.02,0.0,0.0,0.0,0.0,0.43,0.02,5.28,0.84,11567
PRECTOTCORR_SUM,2021,84.38,52.73,47.46,9.21,8.81,2.38,3.53,0.8,12.42,221.27,35.34,247.7,726.03,11567
PRECSNO,2021,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,11586
PRECTOTCORR_SUM,2021,47.46,0.0,26.37,1.98,0.94,0.46,6.81,3.24,1.61,18.78,0.0,155.21,262.85,11586
PRECSNO,2021,2.02,1.7,1.49,0.13,0.03,0.0,0.0,0.0,0.0,0.27,0.38,3.37,0.78,11605
PRECTOTCORR_SUM,2021,121.29,73.83,52.73,14.06,4.66,8.29,6.34,0.11,28.99,138.61,64.32,130.6,643.84,11605
PRECSNO,2021,2.08,2.28,2.28,1.05,0.45,0.0,0.0,0.0,0.0,0.8,0.29,6.52,1.32,11616
PRECTOTCORR_SUM,2021,36.91,31.64,52.73,12.47,37.9,24.15,80.46,38.75,41.46,49.52,10.24,109.26,525.5,11616
PRECSNO,2021,1.89,1.11,1.57,0.26,0.02,0.0,0.0,0.0,0.0,0.13,0.11,4.02,0.76,11631
PRECTOTCORR_SUM,2021,36.91,21.09,31.64,13.63,40.13,24.28,71.91,33.9,40.13,42.63,8.43,98.81,463.49,11631
PRECSNO,2021,0.04,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,11632
PRECTOTCORR_SUM,2021,15.82,0.0,21.09,9.82,0.64,5.99,52.22,31.18,10.39,43.3,0.03,70.0,260.49,11632
PRECSNO,2021,4.15,2.57,1.83,0.24,0.02,0.0,0.0,0.0,0.0,0.35,0.7,7.16,1.42,11636
PRECTOTCORR_SUM,2021,189.84,121.29,58.01,14.78,3.38,11.68,3.19,0.14,29.87,176.2,92.7,205.84,906.92,11636
PRECSNO,2021,0.72,2.4,0.55,0.1,0.15,0.0,0.0,0.0,0.0,0.52,0.03,1.11,0.46,11640
PRECTOTCORR_SUM,2021,21.09,47.46,26.37,10.07,20.64,5.02,29.44,15.72,14.36,77.57,17.6,58.78,344.11,11640
PRECSNO,2021,0.34,0.85,0.64,0.11,0.08,0.0,0.0,0.0,0.0,0.26,0.01,1.48,0.31,11641
PRECTOTCORR_SUM,2021,21.09,52.73,21.09,20.38,37.44,6.06,25.78,15.85,6.58,69.64,12.93,71.8,361.38,11641
PRECSNO,2021,0.34,1.46,0.79,0.47,0.37,0.0,0.0,0.0,0.0,0.31,0.02,2.2,0.49,11642
PRECTOTCORR_SUM,2021,26.37,63.28,21.09,25.36,36.46,5.96,30.96,14.28,6.56,61.22,9.89,81.32,382.75,11642
PRECSNO,2021,1.49,3.25,1.53,1.12,0.54,0.0,0.0,0.0,0.03,0.77,0.71,4.2,1.13,11645
PRECTOTCORR_SUM,2021,15.82,79.1,42.19,25.99,33.8,16.96,19.79,34.86,41.32,54.83,42.21,104.78,511.65,11645
PRECSNO,2021,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,11646
PRECTOTCORR_SUM,2021,42.19,0.0,5.27,3.6,0.8,2.23,114.67,81.67,38.36,11.6,0.35,72.46,373.2,11646
PRECSNO,2021,0.66,0.61,1.17,0.76,0.29,0.0,0.0,0.0,0.0,1.01,0.16,0.84,0.46,11660
