,YEAR,MO,DY,T2M,T2M_MAX,QV2M,PRECTOTCORR,WS2M,WS2M_MAX,WS10M,WS10M_MAX,GWETTOP,GWETPROF,LAT,LONG,ID
7,2020,8,28,23.36,32.01,9.58,0.25,1.05,1.81,2.4,3.55,0.42,0.5,33.66818,-108.6545,5917
8,2020,8,29,22.4,31.03,10.56,1.76,0.84,1.5,2.03,3.09,0.42,0.5,33.66818,-108.6545,5917
9,2020,8,30,21.06,29.08,10.31,0.54,0.9,1.39,2.27,3.19,0.45,0.5,33.66818,-108.6545,5917
10,2020,8,31,19.58,26.45,10.01,0.57,1.09,2.01,2.66,4.41,0.44,0.5,33.66818,-108.6545,5917
11,2020,9,1,17.3,25.04,9.34,2.44,1.44,2.64,3.41,5.5,0.46,0.5,33.66818,-108.6545,5917
12,2020,9,2,19.72,30.8,6.16,0.0,0.81,1.33,1.78,2.91,0.45,0.5,33.66818,-108.6545,5917
13,2020,9,3,21.54,33.05,5.31,0.0,0.62,1.27,1.82,3.0,0.41,0.5,33.66818,-108.6545,5917
14,2020,9,4,23.08,32.74,6.9,0.0,0.84,1.09,2.02,2.65,0.4,0.49,33.66818,-108.6545,5917
15,2020,9,5,22.03,32.15,7.57,0.59,0.88,1.43,2.43,3.45,0.39,0.49,33.66818,-108.6545,5917
16,2020,9,6,22.32,33.19,8.24,0.35,0.62,1.24,1.48,2.56,0.39,0.49,33.66818,-108.6545,5917
17,2020,9,7,23.15,33.64,5.49,0.0,0.99,1.85,2.34,3.95,0.38,0.49,33.66818,-108.6545,5917
18,2020,9,8,18.38,26.09,9.46,4.46,2.02,3.43,4.77,7.6,0.38,0.49,33.66818,-108.6545,5917
19,2020,9,9,14.29,19.71,8.97,3.93,1.79,3.29,4.47,7.58,0.52,0.5,33.66818,-108.6545,5917
20,2020,9,10,12.67,18.08,8.12,0.18,1.3,2.4,3.1,5.43,0.48,0.5,33.66818,-108.6545,5917
0,2020,5,25,12.97,21.39,3.54,0.03,1.15,1.77,1.98,2.94,0.29,0.34,35.88937,-106.7134,5918
0,2021,1,7,-0.42,3.33,2.75,0.0,1.53,3.34,2.3,4.22,0.46,0.46,40.69789,-112.2525,5919
0,2020,7,6,18.05,28.05,3.36,0.0,1.83,3.9,3.53,7.25,0.37,0.43,38.79438,-119.7526,5920
0,2020,5,29,12.24,21.1,7.2,0.79,1.59,2.73,2.47,3.95,0.37,0.39,37.41807,-107.0292,5921
0,2020,8,28,22.23,30.01,10.68,1.21,0.89,1.66,1.62,3.04,0.37,0.39,34.86192,-111.5149,5922
1,2020,8,29,22.68,30.94,9.77,2.83,2.3,4.24,3.72,6.29,0.38,0.4,34.86192,-111.5149,5922
0,2020,6,7,24.61,32.3,5.19,0.0,3.12,5.76,4.49,7.68,0.2,0.44,33.5379,-111.4321,5923
1,2020,6,8,21.92,28.98,2.62,0.0,3.65,6.47,5.24,8.55,0.2,0.44,33.5379,-111.4321,5923
2,2020,6,9,23.12,33.1,2.2,0.0,2.66,5.92,3.88,8.12,0.19,0.44,33.5379,-111.4321,5923
3,2020,6,10,27.33,37.58,2.32,0.0,2.83,4.88,4.02,6.85,0.18,0.44,33.5379,-111.4321,5923
4,2020,6,11,30.43,40.23,2.69,0.0,2.12,4.31,3.22,5.67,0.17,0.44,33.5379,-111.4321,5923
5,2020,6,12,30.76,39.76,5.43,0.0,3.04,5.6,4.43,7.34,0.17,0.44,33.5379,-111.4321,5923
6,2020,6,13,30.01,38.63,2.81,0.0,3.29,6.39,4.67,8.65,0.16,0.43,33.5379,-111.4321,5923
7,2020,6,14,28.4,37.45,2.5,0.0,2.7,4.83,3.94,6.24,0.16,0.43,33.5379,-111.4321,5923
8,2020,6,15,29.12,37.69,3.36,0.0,2.2,3.91,3.2,4.95,0.16,0.43,33.5379,-111.4321,5923
9,2020,6,16,28.77,37.22,3.23,0.0,3.07,5.84,4.47,7.98,0.16,0.43,33.5379,-111.4321,5923
10,2020,6,17,27.62,36.32,4.15,0.0,2.88,5.12,4.21,6.7,0.15,0.43,33.5379,-111.4321,5923
11,2020,6,18,27.56,35.94,3.54,0.0,2.14,4.04,3.1,5.14,0.15,0.43,33.5379,-111.4321,5923
12,2020,6,19,28.07,35.9,3.36,0.0,1.76,3.57,2.44,4.5,0.15,0.43,33.5379,-111.4321,5923
13,2020,6,20,29.58,37.93,3.17,0.0,1.77,3.77,2.45,4.77,0.14,0.43,33.5379,-111.4321,5923
14,2020,6,21,30.26,38.69,3.78,0.0,2.03,4.04,2.93,5.14,0.14,0.43,33.5379,-111.4321,5923
0,2020,6,26,20.76,28.51,7.69,1.41,2.05,3.64,2.97,4.76,0.3,0.4,40.48522,-108.9459,5924
0,2020,9,7,26.34,35.22,4.09,0.0,3.22,5.56,4.83,7.61,0.16,0.34,37.31751,-113.4519,5925
0,2020,7,15,23.32,30.92,5.74,0.0,1.86,3.55,2.66,4.73,0.36,0.41,40.31138,-112.1199,5926
1,2020,7,16,25.9,33.99,6.1,0.0,1.73,2.8,2.53,3.71,0.35,0.41,40.31138,-112.1199,5926
2,2020,7,17,27.42,35.01,6.84,0.0,2.43,4.19,3.71,5.77,0.34,0.41,40.31138,-112.1199,5926
3,2020,7,18,26.48,33.25,7.08,0.0,2.04,3.42,2.96,4.58,0.34,0.41,40.31138,-112.1199,5926
4,2020,7,19,26.44,32.54,6.41,0.0,1.91,4.11,2.63,5.52,0.34,0.41,40.31138,-112.1199,5926
5,2020,7,20,25.84,32.32,6.1,0.0,2.02,4.12,2.81,5.56,0.34,0.41,40.31138,-112.1199,5926
6,2020,7,21,25.67,32.91,6.77,0.0,1.71,2.95,2.52,3.91,0.33,0.41,40.31138,-112.1199,5926
7,2020,7,22,21.4,24.82,10.56,2.08,1.38,2.61,2.09,3.67,0.36,0.41,40.31138,-112.1199,5926
8,2020,7,23,23.46,31.31,8.54,0.72,2.93,3.98,4.3,5.51,0.36,0.41,40.31138,-112.1199,5926
9,2020,7,24,23.73,31.2,7.63,0.0,2.14,3.63,3.07,4.89,0.34,0.4,40.31138,-112.1199,5926
10,2020,7,25,24.66,32.4,6.65,0.05,2.1,3.2,3.16,4.33,0.33,0.4,40.31138,-112.1199,5926
11,2020,7,26,25.66,33.27,7.51,0.02,1.34,2.43,2.01,3.21,0.31,0.4,40.31138,-112.1199,5926
12,2020,7,27,25.48,34.15,9.09,0.93,1.7,4.4,2.47,6.32,0.3,0.4,40.31138,-112.1199,5926
13,2020,7,28,24.4,31.05,9.4,0.51,1.91,3.76,2.71,5.05,0.32,0.4,40.31138,-112.1199,5926
14,2020,7,29,24.68,32.11,7.02,0.0,1.87,3.52,2.72,4.7,0.3,0.4,40.31138,-112.1199,5926
0,2020,8,12,19.21,28.05,5.43,0.59,3.0,5.52,4.72,7.68,0.42,0.46,40.55412,-107.5139,5927
0,2020,6,30,7.37,13.26,5.31,3.41,0.21,0.88,2.22,3.68,0.52,0.52,40.73197,-111.4545,5928
0,2020,8,25,24.9,32.6,10.19,1.6,1.36,2.05,2.55,3.57,0.36,0.48,34.22239,-110.6964,5929
1,2020,8,26,26.06,34.41,9.77,0.72,1.31,2.16,2.71,4.05,0.38,0.48,34.22239,-110.6964,5929
2,2020,8,27,24.69,29.9,10.93,2.58,1.07,1.91,2.3,3.73,0.39,0.48,34.22239,-110.6964,5929
3,2020,8,28,25.62,34.5,10.74,0.49,1.15,2.01,2.37,3.44,0.4,0.48,34.22239,-110.6964,5929
4,2020,8,29,24.87,32.94,10.44,1.47,1.27,2.59,2.55,4.9,0.38,0.48,34.22239,-110.6964,5929
5,2020,8,30,23.29,31.33,12.39,2.91,1.08,2.35,2.17,4.49,0.45,0.48,34.22239,-110.6964,5929
6,2020,8,31,22.63,30.44,10.19,0.35,1.47,2.91,3.24,5.88,0.43,0.48,34.22239,-110.6964,5929
7,2020,9,1,21.66,28.9,10.19,0.98,1.54,2.91,3.51,5.81,0.41,0.48,34.22239,-110.6964,5929
0,2020,7,22,17.62,20.61,10.74,2.29,1.84,3.55,2.43,4.95,0.27,0.34,34.91925,-107.9095,5930
1,2020,7,23,17.15,20.67,12.02,5.84,2.2,2.98,2.97,4.1,0.4,0.35,34.91925,-107.9095,5930
2,2020,7,24,18.5,23.64,11.84,7.74,1.55,3.28,2.12,4.12,0.42,0.35,34.91925,-107.9095,5930
3,2020,7,25,17.98,23.49,11.78,5.74,2.11,3.45,2.81,4.62,0.42,0.36,34.91925,-107.9095,5930
4,2020,7,26,19.06,25.39,12.51,6.22,1.51,2.66,2.01,3.25,0.43,0.37,34.91925,-107.9095,5930
5,2020,7,27,19.65,25.21,11.84,1.33,2.58,4.27,3.55,5.56,0.38,0.38,34.91925,-107.9095,5930
6,2020,7,28,22.24,28.72,10.5,2.78,1.73,3.31,2.37,4.09,0.39,0.38,34.91925,-107.9095,5930
0,2020,7,4,24.15,33.27,8.18,0.24,1.29,2.59,2.15,3.85,0.37,0.42,35.02961,-111.4548,5931
1,2020,7,5,25.27,34.24,6.04,0.0,2.0,3.47,3.35,5.28,0.34,0.42,35.02961,-111.4548,5931
0,2020,5,10,21.95,31.26,8.85,1.96,2.65,4.91,3.86,6.77,0.48,0.52,33.3042,-110.4255,5932
0,2020,7,27,23.98,32.29,5.25,0.13,0.34,0.91,1.63,3.27,0.26,0.47,39.54086,-120.6755,5933
0,2020,6,6,16.4,22.72,5.8,0.01,5.83,7.57,8.53,10.85,0.33,0.42,35.25072,-111.9818,5934
0,2020,6,5,22.84,32.79,8.06,1.85,2.95,8.15,4.37,11.81,0.32,0.41,37.05997,-108.1196,5935
0,2020,4,23,3.85,8.47,5.13,1.78,1.4,2.34,4.06,6.55,0.64,0.62,40.82152,-111.3893,5936
0,2020,3,31,11.69,21.52,3.17,0.0,1.72,3.23,2.58,4.91,0.37,0.41,35.079,-106.6678,5937
1,2020,4,1,14.48,23.08,3.66,0.0,3.22,6.3,4.76,8.57,0.36,0.41,35.079,-106.6678,5937
0,2020,5,25,19.63,28.33,4.58,0.0,1.41,2.23,2.03,2.87,0.33,0.37,39.032383,-119.682383,5938
1,2020,5,26,22.2,32.22,7.2,0.0,1.79,5.38,2.73,7.57,0.32,0.37,39.032383,-119.682383,5938
0,2020,11,1,11.01,20.24,2.56,0.0,1.43,2.07,2.14,2.69,0.26,0.34,40.16278,-111.5718,5939
1,2020,11,2,11.83,21.9,2.5,0.0,1.61,2.5,2.52,3.25,0.25,0.34,40.16278,-111.5718,5939
2,2020,11,3,14.11,22.02,4.15,0.0,1.61,3.0,2.38,3.8,0.24,0.34,40.16278,-111.5718,5939
3,2020,11,4,13.47,21.08,4.21,0.0,1.54,2.41,2.3,3.02,0.23,0.34,40.16278,-111.5718,5939
4,2020,11,5,12.8,21.51,3.23,0.01,1.62,2.27,2.55,4.05,0.23,0.34,40.16278,-111.5718,5939
5,2020,11,6,12.56,21.01,3.42,0.01,3.51,5.98,5.44,8.2,0.22,0.34,40.16278,-111.5718,5939
6,2020,11,7,9.13,15.29,4.39,2.33,4.42,6.52,6.3,8.84,0.25,0.34,40.16278,-111.5718,5939
0,2020,6,13,18.36,26.82,3.11,0.0,4.59,8.49,7.15,12.16,0.31,0.41,35.60687,-112.0565,5940
1,2020,6,14,17.48,27.26,2.87,0.0,3.3,6.02,5.19,8.34,0.31,0.41,35.60687,-112.0565,5940
2,2020,6,15,18.89,27.66,3.17,0.0,3.66,6.3,5.6,8.77,0.31,0.41,35.60687,-112.0565,5940
3,2020,6,16,18.73,27.53,3.66,0.0,4.94,7.93,7.54,11.29,0.3,0.41,35.60687,-112.0565,5940
0,2020,9,18,15.88,24.02,3.11,0.0,1.35,2.23,3.31,4.93,0.17,0.41,38.62326,-112.1093,5941
0,2020,7,27,28.37,35.6,7.39,1.44,1.83,3.68,2.69,4.77,0.24,0.34,37.22769,-113.3487,5942
1,2020,7,28,28.45,36.34,5.74,0.0,1.93,4.22,2.73,5.52,0.23,0.34,37.22769,-113.3487,5942
2,2020,7,29,29.26,37.15,3.72,0.0,2.02,4.38,2.84,5.7,0.22,0.34,37.22769,-113.3487,5942
3,2020,7,30,30.44,38.78,4.15,0.0,1.77,3.86,2.55,5.16,0.2,0.34,37.22769,-113.3487,5942
0,2020,7,8,31.98,41.34,2.14,0.0,3.41,5.59,4.8,7.2,0.07,0.38,35.87954,-115.2128,5943
1,2020,7,9,32.23,42.01,2.01,0.0,3.08,5.34,4.45,6.86,0.07,0.38,35.87954,-115.2128,5943
0,2020,4,13,5.55,11.33,5.19,1.36,2.1,3.58,5.18,7.93,0.52,0.55,33.72765,-108.8344,5944
1,2020,4,14,4.48,14.47,2.38,0.0,1.25,2.12,3.09,4.61,0.51,0.55,33.72765,-108.8344,5944
0,2020,5,11,16.64,22.64,7.39,1.49,2.85,4.98,3.97,6.44,0.36,0.38,34.7461,-106.3951,5945
1,2020,5,12,19.13,26.79,5.13,0.01,2.95,5.45,4.05,7.3,0.34,0.38,34.7461,-106.3951,5945
0,2020,8,19,24.31,32.6,8.0,1.44,1.86,3.24,2.77,4.12,0.32,0.34,34.48943,-108.3092,5946
1,2020,8,20,24.63,32.77,8.18,0.42,2.38,3.73,3.41,5.49,0.3,0.34,34.48943,-108.3092,5946
2,2020,8,21,24.41,33.33,6.29,0.08,3.01,5.14,4.38,6.77,0.28,0.34,34.48943,-108.3092,5946
3,2020,8,22,24.26,33.48,8.36,0.45,1.8,3.3,2.59,4.85,0.27,0.34,34.48943,-108.3092,5946
0,2020,8,17,30.45,40.15,9.83,0.97,0.77,1.41,1.98,3.46,0.24,0.48,34.1033,-111.2807,5947
1,2020,8,18,30.39,39.67,8.12,0.62,0.77,1.3,1.95,3.13,0.25,0.48,34.1033,-111.2807,5947
0,2020,12,20,7.26,19.41,2.2,0.0,2.02,3.41,3.45,5.09,0.41,0.47,33.36444,-110.4606,5948
1,2020,12,21,9.56,20.93,2.5,0.0,2.42,3.8,3.97,5.69,0.39,0.47,33.36444,-110.4606,5948
2,2020,12,22,7.33,16.37,2.2,0.0,2.02,4.23,3.42,5.95,0.38,0.47,33.36444,-110.4606,5948
3,2020,12,23,4.39,11.97,1.53,0.0,2.98,5.98,4.59,8.52,0.37,0.47,33.36444,-110.4606,5948
4,2020,12,24,3.73,14.44,1.22,0.0,2.34,5.01,3.86,7.05,0.36,0.47,33.36444,-110.4606,5948
5,2020,12,25,5.87,15.1,1.71,0.05,1.52,3.0,2.65,4.38,0.35,0.47,33.36444,-110.4606,5948
6,2020,12,26,8.58,17.74,2.56,0.0,1.47,3.03,2.4,3.98,0.34,0.47,33.36444,-110.4606,5948
7,2020,12,27,9.82,17.3,3.17,0.0,1.45,3.06,2.26,4.05,0.34,0.47,33.36444,-110.4606,5948
8,2020,12,28,8.44,14.93,3.78,0.1,2.95,6.57,4.79,9.21,0.33,0.47,33.36444,-110.4606,5948
0,2020,10,17,7.13,13.01,3.91,0.37,2.1,3.05,6.68,8.4,0.28,0.34,40.1461,-105.3916,5949
1,2020,10,18,5.39,13.22,4.21,0.21,1.0,1.67,4.64,5.9,0.28,0.34,40.1461,-105.3916,5949
2,2020,10,19,7.94,15.52,3.36,0.0,1.12,1.84,4.56,5.73,0.28,0.34,40.1461,-105.3916,5949
3,2020,10,20,6.86,13.73,3.97,0.03,1.3,2.74,4.45,7.66,0.28,0.34,40.1461,-105.3916,5949
4,2020,10,21,8.44,16.91,3.11,0.0,1.13,1.92,4.34,5.91,0.28,0.34,40.1461,-105.3916,5949
5,2020,10,22,3.74,10.32,3.11,0.09,1.12,1.63,3.06,5.51,0.27,0.34,40.1461,-105.3916,5949
6,2020,10,23,-1.81,4.35,1.95,0.12,0.67,1.03,1.7,5.21,0.27,0.34,40.1461,-105.3916,5949
7,2020,10,24,4.55,12.92,2.99,0.14,0.95,2.1,4.08,6.55,0.27,0.34,40.1461,-105.3916,5949
8,2020,10,25,-9.89,-3.7,2.2,15.56,1.68,2.52,4.02,6.34,0.3,0.34,40.1461,-105.3916,5949
9,2020,10,26,-14.99,-8.6,1.22,3.22,0.88,1.77,2.48,3.59,0.3,0.34,40.1461,-105.3916,5949
10,2020,10,27,-6.59,2.23,1.65,0.51,0.86,1.68,1.73,3.28,0.34,0.34,40.1461,-105.3916,5949
11,2020,10,28,-1.09,5.49,3.6,0.07,1.01,1.58,2.11,3.73,0.41,0.35,40.1461,-105.3916,5949
12,2020,10,29,0.83,9.6,3.6,0.0,1.23,1.95,3.45,4.95,0.4,0.36,40.1461,-105.3916,5949
13,2020,10,30,2.73,11.06,2.87,0.0,1.16,2.2,3.47,6.05,0.38,0.37,40.1461,-105.3916,5949
14,2020,10,31,2.77,10.28,2.56,0.0,1.43,2.51,4.46,6.91,0.35,0.37,40.1461,-105.3916,5949
15,2020,11,1,4.09,14.34,2.32,0.0,1.39,2.58,4.1,6.52,0.34,0.36,40.1461,-105.3916,5949
16,2020,11,2,5.59,16.9,2.2,0.0,0.95,1.84,2.89,4.43,0.34,0.36,40.1461,-105.3916,5949
17,2020,11,3,7.5,16.45,3.11,0.0,1.41,2.02,3.62,4.95,0.34,0.36,40.1461,-105.3916,5949
18,2020,11,4,6.04,15.11,3.85,0.0,1.43,2.1,3.66,4.89,0.34,0.36,40.1461,-105.3916,5949
19,2020,11,5,5.98,16.83,3.17,0.0,1.11,1.91,3.12,4.3,0.34,0.36,40.1461,-105.3916,5949
20,2020,11,6,7.43,15.81,2.93,0.05,1.22,2.21,3.35,5.27,0.34,0.36,40.1461,-105.3916,5949
21,2020,11,7,7.22,13.61,4.94,2.05,1.1,1.57,3.44,5.19,0.35,0.36,40.1461,-105.3916,5949
22,2020,11,8,-0.32,3.88,2.69,3.12,1.5,2.52,4.49,6.91,0.37,0.36,40.1461,-105.3916,5949
23,2020,11,9,-4.52,-0.82,2.56,6.56,0.77,1.18,2.09,4.22,0.35,0.36,40.1461,-105.3916,5949
24,2020,11,10,-7.47,-3.48,1.89,0.74,2.02,3.14,6.3,8.45,0.36,0.36,40.1461,-105.3916,5949
25,2020,11,11,-6.85,-1.05,1.95,0.2,1.45,2.21,4.94,6.37,0.37,0.36,40.1461,-105.3916,5949
26,2020,11,12,-7.99,-3.73,1.59,1.6,1.68,2.96,5.29,7.59,0.36,0.36,40.1461,-105.3916,5949
27,2020,11,13,-2.92,4.06,2.14,0.39,2.4,4.38,6.59,10.62,0.36,0.36,40.1461,-105.3916,5949
28,2020,11,14,-6.34,-1.9,2.2,8.84,3.45,4.55,8.98,10.84,0.36,0.36,40.1461,-105.3916,5949
29,2020,11,15,-4.88,0.58,2.5,1.08,3.07,4.22,8.23,10.27,0.37,0.37,40.1461,-105.3916,5949
30,2020,11,16,-0.83,5.99,3.3,0.08,1.33,1.73,4.31,5.9,0.38,0.37,40.1461,-105.3916,5949
31,2020,11,17,2.52,11.56,2.69,0.0,1.46,2.05,3.95,5.12,0.4,0.37,40.1461,-105.3916,5949
32,2020,11,18,4.9,10.98,4.09,0.01,1.75,2.73,5.48,7.36,0.38,0.38,40.1461,-105.3916,5949
33,2020,11,19,3.22,10.06,3.17,0.08,1.45,2.46,4.57,6.55,0.37,0.38,40.1461,-105.3916,5949
34,2020,11,20,0.29,5.92,3.17,0.01,0.55,1.05,0.98,1.88,0.36,0.38,40.1461,-105.3916,5949
35,2020,11,21,-0.39,6.12,2.93,0.0,0.77,1.68,2.63,4.77,0.36,0.38,40.1461,-105.3916,5949
36,2020,11,22,-1.92,5.48,1.59,0.4,0.79,1.43,1.98,3.59,0.36,0.38,40.1461,-105.3916,5949
37,2020,11,23,1.19,8.14,4.21,1.1,1.1,2.17,3.48,5.84,0.37,0.38,40.1461,-105.3916,5949
38,2020,11,24,-5.66,-1.43,2.69,9.95,0.84,1.48,2.51,4.65,0.38,0.38,40.1461,-105.3916,5949
39,2020,11,25,-4.59,3.46,2.32,0.0,2.03,2.86,5.59,6.79,0.38,0.38,40.1461,-105.3916,5949
0,2020,7,19,29.44,36.51,8.54,0.03,3.52,5.94,4.91,7.91,0.26,0.39,32.58447,-109.9239,5950
1,2020,7,20,28.12,34.66,8.18,0.0,2.83,5.7,4.0,7.48,0.23,0.39,32.58447,-109.9239,5950
0,2020,4,21,14.94,22.69,5.62,0.0,2.76,6.04,4.13,8.26,0.55,0.57,33.50661,-110.6719,5951
1,2020,4,22,16.29,25.45,5.55,0.0,2.09,4.48,3.14,6.05,0.55,0.57,33.50661,-110.6719,5951
2,2020,4,23,18.7,27.4,5.31,0.0,2.3,5.43,3.58,7.48,0.55,0.56,33.50661,-110.6719,5951
3,2020,4,24,20.15,29.33,5.92,0.0,2.25,4.28,3.43,5.91,0.54,0.56,33.50661,-110.6719,5951
4,2020,4,25,21.37,30.56,5.31,0.0,1.65,3.45,2.63,4.93,0.54,0.56,33.50661,-110.6719,5951
5,2020,4,26,22.67,31.68,5.55,0.0,1.98,4.27,3.08,5.77,0.53,0.55,33.50661,-110.6719,5951
6,2020,4,27,23.23,30.61,5.74,0.0,2.05,4.58,3.05,6.15,0.52,0.55,33.50661,-110.6719,5951
7,2020,4,28,23.15,32.12,5.8,0.0,1.73,3.73,2.59,5.08,0.52,0.55,33.50661,-110.6719,5951
8,2020,4,29,24.6,33.93,6.77,0.0,1.83,3.51,2.86,4.61,0.51,0.55,33.50661,-110.6719,5951
9,2020,4,30,23.91,32.99,7.26,0.0,2.51,4.12,3.88,5.87,0.51,0.54,33.50661,-110.6719,5951
0,2020,7,17,24.36,33.18,6.23,0.0,2.8,4.77,4.02,6.19,0.34,0.41,41.98032,-117.6734,5952
0,2020,7,17,23.13,31.48,6.23,0.01,2.16,3.86,3.61,5.89,0.25,0.38,37.52602,-112.6462,5953
0,2020,5,2,15.48,23.94,5.31,0.0,0.63,0.93,3.59,5.6,0.48,0.55,34.40609,-111.0111,5954
0,2020,7,11,22.26,31.62,4.88,0.0,2.8,5.08,4.09,6.95,0.38,0.45,42.31624,-120.1694,5955
1,2020,7,12,20.46,28.92,5.8,0.0,2.73,5.12,3.82,6.91,0.38,0.45,42.31624,-120.1694,5955
0,2020,5,23,12.61,21.28,3.97,0.0,0.62,0.99,3.29,5.18,0.46,0.53,34.34731,-111.1893,5956
1,2020,5,24,14.11,24.05,3.42,0.0,0.45,1.01,2.38,3.47,0.46,0.52,34.34731,-111.1893,5956
0,2020,11,3,12.43,21.52,4.46,0.09,1.78,2.85,3.12,3.88,0.16,0.34,37.22603,-112.2345,5957
1,2020,11,4,13.23,22.74,4.58,0.0,1.02,1.31,1.79,2.89,0.16,0.34,37.22603,-112.2345,5957
2,2020,11,5,12.74,22.48,3.6,0.0,2.34,4.71,4.09,6.55,0.16,0.34,37.22603,-112.2345,5957
0,2020,7,19,21.8,29.18,5.8,0.0,0.39,1.04,1.94,3.76,0.45,0.48,40.69749,-110.9574,5958
0,2020,6,5,19.55,28.98,6.41,0.94,1.73,3.06,3.81,6.62,0.41,0.46,39.7042,-111.4682,5959
1,2020,6,6,12.48,18.93,6.77,10.32,2.27,3.46,5.24,7.78,0.49,0.46,39.7042,-111.4682,5959
0,2020,7,23,22.7,30.0,11.17,6.45,2.24,3.51,2.98,4.61,0.23,0.35,37.14462,-112.1841,5960
1,2020,7,24,22.01,27.53,11.23,1.3,1.5,2.77,2.16,3.39,0.37,0.36,37.14462,-112.1841,5960
2,2020,7,25,23.92,30.08,9.89,0.18,1.12,2.4,1.65,3.31,0.34,0.35,37.14462,-112.1841,5960
3,2020,7,26,25.76,32.58,9.28,0.09,1.19,2.13,1.7,2.64,0.3,0.35,37.14462,-112.1841,5960
0,2020,7,31,37.46,44.69,5.98,0.0,1.85,3.78,2.59,4.71,0.11,0.45,35.78954,-114.208,5961
1,2020,8,1,36.62,44.45,5.31,0.0,3.41,6.58,4.73,8.27,0.1,0.45,35.78954,-114.208,5961
2,2020,8,2,34.21,42.49,3.91,0.0,3.35,5.5,4.75,6.83,0.1,0.45,35.78954,-114.208,5961
3,2020,8,3,33.57,41.58,4.09,0.0,2.65,3.95,3.74,4.88,0.1,0.45,35.78954,-114.208,5961
4,2020,8,4,32.9,40.74,4.33,0.0,3.21,5.3,4.52,6.55,0.1,0.45,35.78954,-114.208,5961
0,2020,5,1,19.1,28.3,6.1,0.1,3.47,6.34,4.98,8.41,0.43,0.45,38.94811,-109.2318,5962
1,2020,5,2,16.49,24.98,5.86,0.14,3.16,5.5,4.5,7.14,0.43,0.45,38.94811,-109.2318,5962
0,2020,7,3,19.87,28.13,6.96,1.71,2.3,3.62,3.62,5.01,0.3,0.38,38.02266,-112.7166,5963
0,2020,7,23,24.55,33.81,6.53,0.11,0.2,0.8,1.48,2.18,0.25,0.45,41.19639,-122.6198,5964
1,2020,7,24,24.65,33.83,5.98,0.01,0.09,0.71,1.45,2.02,0.24,0.45,41.19639,-122.6198,5964
2,2020,7,25,25.65,34.17,5.07,0.0,0.3,0.92,1.69,2.51,0.23,0.45,41.19639,-122.6198,5964
0,2020,9,7,25.3,34.59,4.46,0.0,3.34,6.5,4.89,8.64,0.08,0.33,38.16499,-116.4493,5965
0,2020,8,15,23.94,34.44,7.14,1.68,1.4,2.28,3.08,4.28,0.34,0.38,42.40325,-121.5368,5966
0,2020,9,5,22.92,33.12,3.48,0.0,3.95,6.39,5.79,8.72,0.18,0.38,41.86788,-106.5884,5967
1,2020,9,6,21.94,31.97,4.33,0.07,2.84,5.48,4.33,7.31,0.17,0.38,41.86788,-106.5884,5967
2,2020,9,7,15.13,26.37,4.03,2.61,5.16,9.36,7.2,13.14,0.17,0.38,41.86788,-106.5884,5967
3,2020,9,8,-1.24,0.19,3.17,8.5,7.31,10.52,10.31,14.81,0.21,0.38,41.86788,-106.5884,5967
4,2020,9,9,0.69,6.0,3.42,0.58,2.98,3.94,4.3,5.65,0.34,0.38,41.86788,-106.5884,5967
5,2020,9,10,4.58,11.65,4.7,1.06,2.21,3.98,3.32,5.24,0.44,0.38,41.86788,-106.5884,5967
6,2020,9,11,8.63,18.15,4.82,2.48,4.2,6.79,6.15,9.46,0.44,0.39,41.86788,-106.5884,5967
7,2020,9,12,13.83,23.09,4.27,0.0,2.22,3.73,3.58,4.85,0.38,0.39,41.86788,-106.5884,5967
8,2020,9,13,16.12,25.24,3.85,0.4,2.59,4.56,3.9,6.05,0.37,0.39,41.86788,-106.5884,5967
9,2020,9,14,16.23,25.97,3.66,0.06,3.07,5.59,4.93,7.38,0.36,0.39,41.86788,-106.5884,5967
10,2020,9,15,17.11,27.07,3.66,0.0,2.47,3.8,3.71,5.09,0.35,0.38,41.86788,-106.5884,5967
11,2020,9,16,16.95,27.06,4.09,0.0,2.36,4.97,3.64,6.8,0.34,0.38,41.86788,-106.5884,5967
12,2020,9,17,15.44,25.01,4.52,0.01,2.15,3.41,3.43,5.23,0.34,0.38,41.86788,-106.5884,5967
13,2020,9,18,15.56,25.24,4.21,0.0,2.89,5.24,4.52,6.95,0.33,0.38,41.86788,-106.5884,5967
14,2020,9,19,16.47,25.83,6.04,1.66,4.83,8.51,6.91,11.94,0.34,0.38,41.86788,-106.5884,5967
15,2020,9,20,12.77,20.62,4.58,0.01,3.98,7.79,5.76,10.54,0.37,0.38,41.86788,-106.5884,5967
16,2020,9,21,14.9,23.83,3.72,0.03,2.48,5.41,3.7,7.09,0.34,0.38,41.86788,-106.5884,5967
17,2020,9,22,16.39,25.51,5.49,0.29,2.63,3.88,4.04,5.69,0.33,0.38,41.86788,-106.5884,5967
18,2020,9,23,15.8,24.16,5.49,0.64,3.66,5.76,5.34,7.69,0.34,0.38,41.86788,-106.5884,5967
19,2020,9,24,18.34,27.56,4.15,0.0,4.41,6.86,6.42,9.31,0.31,0.38,41.86788,-106.5884,5967
20,2020,9,25,16.51,24.68,4.33,0.01,3.91,8.48,5.75,11.58,0.29,0.38,41.86788,-106.5884,5967
